account_id,plan_tier,industry,referral_source,total_tickets,avg_csat,avg_res_time,has_sso,has_webhook,active_days_last_month,churn_flag
ACC_00420,Enterprise,Marketing,Partnership,5,4.0,74.0,1,1,13,0
ACC_00421,Basic,Consulting,LinkedIn,4,5.0,42.0,1,1,10,0
ACC_00422,Basic,Education,Events,10,4.0,58.0,0,0,6,0
ACC_00423,Basic,Real Estate,LinkedIn,3,3.0,85.0,0,0,4,0
ACC_00424,Basic,E-commerce,LinkedIn,9,4.0,78.0,0,1,7,0
ACC_00425,Pro,Real Estate,Events,17,3.0,58.0,0,0,2,0
ACC_00426,Enterprise,SaaS,Organic Search,6,4.0,70.0,0,0,9,0
ACC_00427,Pro,Finance,Partnership,20,4.0,80.0,0,0,13,0
ACC_00428,Basic,SaaS,Direct,7,3.0,84.0,0,1,5,0
ACC_00429,Pro,E-commerce,Direct,13,4.0,58.0,1,1,14,0
ACC_00430,Basic,E-commerce,Partnership,4,4.0,88.0,1,0,14,0
ACC_00433,Enterprise,E-commerce,Organic Search,17,4.0,76.0,1,1,9,0
ACC_00435,Enterprise,Marketing,Organic Search,16,4.0,57.0,1,0,5,0
ACC_00436,Pro,Education,Events,3,4.0,85.0,0,0,4,0
ACC_00437,Enterprise,SaaS,Partnership,14,3.0,66.0,1,0,8,0
ACC_00439,Pro,Manufacturing,Partnership,5,4.0,65.0,1,0,8,0
ACC_00440,Pro,Media,Organic Search,11,4.0,87.0,0,0,10,0
ACC_00443,Pro,SaaS,Organic Search,10,4.0,85.0,1,1,4,0
ACC_00444,Basic,Consulting,Organic Search,1,1.0,0.0,0,0,4,0
ACC_00446,Pro,Real Estate,Direct,4,5.0,49.0,1,0,4,0
ACC_00447,Pro,E-commerce,LinkedIn,3,4.0,94.0,0,0,9,0
ACC_00448,Basic,Consulting,Paid Search,14,3.0,62.0,1,1,9,0
ACC_00449,Pro,Manufacturing,Partnership,4,3.0,100.0,0,1,8,0
ACC_00450,Basic,Consulting,Organic Search,6,4.0,51.0,0,1,7,0
ACC_00451,Enterprise,Consulting,Paid Search,18,4.0,77.0,1,1,11,0
ACC_00452,Basic,Real Estate,Paid Search,6,3.0,88.0,0,0,7,0
ACC_00453,Basic,Marketing,Content Marketing,8,4.0,54.0,0,0,1,0
ACC_00454,Enterprise,Education,Partnership,14,4.0,83.0,1,1,8,0
ACC_00456,Pro,Real Estate,Content Marketing,7,4.0,30.0,0,0,6,0
ACC_00457,Enterprise,Media,Paid Search,17,4.0,81.0,0,0,4,0
ACC_00459,Basic,Marketing,Content Marketing,16,4.0,52.0,1,0,9,0
ACC_00460,Enterprise,Consulting,Paid Search,3,4.0,79.0,1,1,8,0
ACC_00461,Enterprise,SaaS,LinkedIn,15,4.0,69.0,0,0,4,0
ACC_00463,Basic,Media,Referral,12,4.0,76.0,0,1,13,0
ACC_00464,Pro,Consulting,LinkedIn,20,4.0,60.0,0,1,11,0
ACC_00465,Basic,Finance,Organic Search,14,3.0,59.0,1,1,8,0
ACC_00466,Enterprise,Real Estate,Partnership,1,2.0,62.0,1,1,4,0
ACC_00469,Pro,Consulting,Content Marketing,8,4.0,44.0,0,0,4,0
ACC_00470,Basic,Finance,Organic Search,8,4.0,46.0,0,1,6,0
ACC_00471,Basic,Marketing,Organic Search,8,4.0,37.0,0,0,4,0
ACC_00472,Enterprise,Manufacturing,Paid Search,4,4.0,34.0,0,0,7,0
ACC_00474,Pro,SaaS,Paid Search,14,3.0,92.0,0,0,9,0
ACC_00475,Basic,Manufacturing,Events,13,4.0,57.0,1,1,10,0
ACC_00476,Basic,Healthcare,Organic Search,8,3.0,105.0,0,1,6,0
ACC_00477,Pro,Education,Events,4,5.0,49.0,0,0,7,0
ACC_00478,Pro,Marketing,Paid Search,19,4.0,75.0,0,1,13,0
ACC_00479,Enterprise,Consulting,Direct,8,4.0,70.0,1,1,7,0
ACC_00480,Enterprise,Healthcare,Content Marketing,10,4.0,70.0,1,0,11,0
ACC_00481,Basic,Consulting,Direct,4,4.0,55.0,0,1,12,0
ACC_00482,Enterprise,Marketing,Organic Search,9,4.0,78.0,1,1,10,0
ACC_00484,Pro,Media,Organic Search,6,4.0,42.0,1,0,10,0
ACC_00485,Enterprise,SaaS,Paid Search,9,4.0,67.0,0,1,2,0
ACC_00486,Basic,Media,LinkedIn,19,4.0,54.0,0,0,14,0
ACC_00487,Basic,Healthcare,LinkedIn,12,4.0,75.0,0,0,8,0
ACC_00488,Pro,Finance,Paid Search,11,4.0,57.0,0,0,1,0
ACC_00489,Enterprise,SaaS,Content Marketing,16,4.0,84.0,0,0,6,0
ACC_00490,Pro,Marketing,Paid Search,7,3.0,55.0,0,0,11,0
ACC_00491,Enterprise,Marketing,LinkedIn,7,4.0,105.0,1,0,9,0
ACC_00492,Pro,Manufacturing,Organic Search,11,4.0,70.0,1,0,9,0
ACC_00493,Pro,Marketing,Organic Search,5,4.0,40.0,0,1,8,0
ACC_00494,Basic,Finance,Content Marketing,20,4.0,77.0,0,0,7,0
ACC_00495,Basic,Manufacturing,Paid Search,5,3.0,95.0,1,0,6,0
ACC_00496,Basic,Real Estate,Partnership,10,4.0,76.0,0,0,7,0
ACC_00497,Pro,Real Estate,Paid Search,5,5.0,69.0,1,1,12,0
ACC_00499,Basic,Consulting,Paid Search,1,1.0,147.0,1,1,7,0
ACC_00500,Pro,SaaS,Referral,4,4.0,115.0,0,0,4,0
ACC_00501,Enterprise,SaaS,Paid Search,6,4.0,102.0,0,0,7,0
ACC_00502,Enterprise,Healthcare,Organic Search,4,3.0,74.0,0,0,6,0
ACC_00503,Basic,Marketing,Direct,18,3.0,63.0,0,1,9,0
ACC_00504,Pro,SaaS,Content Marketing,3,5.0,26.0,0,0,7,0
ACC_00505,Basic,Marketing,Organic Search,10,4.0,76.0,0,0,10,0
ACC_00507,Basic,Media,Paid Search,11,4.0,58.0,0,1,11,0
ACC_00508,Enterprise,Finance,Content Marketing,21,4.0,48.0,0,0,6,0
ACC_00509,Basic,Consulting,Referral,10,4.0,78.0,1,1,11,0
ACC_00510,Enterprise,Marketing,LinkedIn,5,5.0,84.0,0,1,9,0
ACC_00511,Enterprise,Education,Content Marketing,5,4.0,76.0,0,1,5,0
ACC_00512,Basic,Marketing,Organic Search,6,4.0,73.0,0,0,10,0
ACC_00513,Enterprise,E-commerce,Partnership,3,3.0,52.0,1,0,4,0
ACC_00514,Enterprise,Finance,Paid Search,9,4.0,64.0,1,1,8,0
ACC_00517,Pro,Consulting,Partnership,4,5.0,53.0,0,0,10,0
ACC_00518,Enterprise,Finance,Content Marketing,5,3.0,67.0,1,0,7,0
ACC_00519,Basic,Marketing,Direct,3,5.0,30.0,0,0,3,0
ACC_00521,Pro,Manufacturing,Organic Search,8,4.0,51.0,0,0,7,0
ACC_00522,Enterprise,SaaS,Organic Search,14,4.0,82.0,0,0,2,0
ACC_00523,Pro,Marketing,Content Marketing,4,3.0,79.0,0,0,6,0
ACC_00525,Basic,Real Estate,Partnership,14,4.0,71.0,0,0,4,0
ACC_00526,Pro,SaaS,Paid Search,8,4.0,50.0,1,0,4,0
ACC_00528,Basic,Real Estate,Referral,7,4.0,70.0,0,0,9,0
ACC_00529,Basic,Healthcare,Direct,5,4.0,59.0,1,0,9,0
ACC_00530,Pro,SaaS,Referral,6,4.0,50.0,0,0,4,0
ACC_00531,Pro,Education,Organic Search,5,3.0,78.0,0,0,9,0
ACC_00532,Pro,Real Estate,Content Marketing,4,4.0,59.0,0,0,2,0
ACC_00533,Pro,Finance,Events,4,3.0,77.0,1,0,8,0
ACC_00534,Pro,Consulting,LinkedIn,4,5.0,111.0,0,0,3,0
ACC_00536,Enterprise,E-commerce,Referral,7,4.0,49.0,1,0,2,0
ACC_00538,Pro,Healthcare,Organic Search,14,4.0,58.0,0,0,3,0
ACC_00539,Pro,E-commerce,Partnership,11,4.0,58.0,1,0,5,0
ACC_00540,Pro,Marketing,LinkedIn,11,3.0,75.0,0,0,8,0
ACC_00543,Basic,Real Estate,Events,9,3.0,71.0,1,1,9,0
ACC_00544,Basic,Finance,Organic Search,8,4.0,99.0,0,0,9,0
ACC_00545,Pro,Real Estate,Paid Search,6,4.0,64.0,1,0,7,0
ACC_00547,Pro,Healthcare,LinkedIn,5,4.0,77.0,0,1,3,0
ACC_00550,Enterprise,E-commerce,Referral,5,3.0,74.0,1,1,9,0
ACC_00551,Basic,Education,Partnership,19,4.0,78.0,1,0,8,0
ACC_00552,Basic,Real Estate,LinkedIn,7,3.0,88.0,0,0,5,0
ACC_00553,Enterprise,E-commerce,Partnership,15,4.0,49.0,1,0,7,0
ACC_00554,Pro,Media,LinkedIn,6,4.0,47.0,1,1,4,0
ACC_00555,Enterprise,Media,LinkedIn,2,3.0,54.0,0,0,4,0
ACC_00556,Pro,Real Estate,Partnership,9,3.0,49.0,0,1,2,0
ACC_00557,Pro,Manufacturing,Direct,17,3.0,60.0,1,1,11,0
ACC_00558,Pro,Marketing,LinkedIn,16,4.0,76.0,0,1,7,0
ACC_00559,Pro,Manufacturing,Paid Search,15,3.0,86.0,0,1,10,0
ACC_00560,Basic,Marketing,LinkedIn,11,4.0,56.0,1,0,8,0
ACC_00561,Basic,SaaS,LinkedIn,8,3.0,58.0,0,0,13,0
ACC_00562,Enterprise,Education,Organic Search,10,4.0,69.0,1,0,10,0
ACC_00563,Basic,SaaS,Partnership,16,3.0,79.0,0,1,5,0
ACC_00564,Pro,Manufacturing,Direct,5,3.0,51.0,0,1,6,0
ACC_00565,Basic,Real Estate,Partnership,14,4.0,63.0,1,0,4,0
ACC_00566,Pro,Real Estate,Paid Search,8,4.0,23.0,1,0,6,0
ACC_00567,Pro,Real Estate,Organic Search,6,3.0,64.0,0,0,12,0
ACC_00568,Pro,Real Estate,Paid Search,5,4.0,43.0,1,0,6,0
ACC_00569,Enterprise,Finance,Organic Search,5,3.0,74.0,1,0,10,0
ACC_00570,Pro,Manufacturing,Organic Search,12,3.0,50.0,1,0,5,0
ACC_00571,Enterprise,Real Estate,Partnership,15,4.0,65.0,0,0,10,0
ACC_00572,Pro,Manufacturing,Organic Search,16,3.0,101.0,0,1,9,0
ACC_00573,Enterprise,SaaS,Paid Search,18,4.0,67.0,1,1,9,0
ACC_00574,Enterprise,Real Estate,Content Marketing,18,4.0,85.0,0,0,9,0
ACC_00575,Basic,Education,Partnership,8,4.0,80.0,0,0,11,0
ACC_00576,Basic,Media,Content Marketing,8,4.0,59.0,1,0,12,0
ACC_00577,Enterprise,Manufacturing,Referral,3,4.0,32.0,1,1,12,0
ACC_00578,Enterprise,Manufacturing,LinkedIn,14,4.0,53.0,1,0,7,0
ACC_00579,Basic,Manufacturing,Paid Search,5,4.0,110.0,0,1,10,0
ACC_00581,Basic,Media,Partnership,8,4.0,63.0,0,1,7,0
ACC_00582,Enterprise,E-commerce,Paid Search,9,4.0,52.0,1,0,3,0
ACC_00583,Basic,Marketing,Organic Search,8,4.0,59.0,1,1,10,0
ACC_00584,Pro,SaaS,Content Marketing,18,4.0,68.0,0,1,14,0
ACC_00586,Basic,Healthcare,Organic Search,5,4.0,72.0,0,0,8,0
ACC_00587,Pro,E-commerce,Direct,4,4.0,80.0,0,0,5,0
ACC_00588,Basic,Education,Organic Search,5,3.0,76.0,1,1,3,0
ACC_00590,Basic,Manufacturing,Direct,1,4.0,17.0,1,1,13,0
ACC_00591,Enterprise,Media,Paid Search,6,4.0,61.0,0,0,8,0
ACC_00592,Basic,Marketing,Content Marketing,17,4.0,70.0,1,0,10,0
ACC_00594,Basic,Media,Referral,7,4.0,68.0,0,1,6,0
ACC_00595,Enterprise,Manufacturing,Referral,5,4.0,61.0,0,0,5,0
ACC_00596,Pro,Marketing,Organic Search,15,4.0,65.0,1,1,9,0
ACC_00600,Enterprise,SaaS,Events,7,4.0,24.0,1,1,9,0
ACC_00601,Enterprise,Education,Paid Search,7,5.0,52.0,1,1,10,0
ACC_00602,Basic,Healthcare,Organic Search,19,4.0,66.0,0,1,10,0
ACC_00603,Pro,Consulting,Referral,1,1.0,94.0,0,1,9,0
ACC_00604,Pro,Finance,Paid Search,17,3.0,75.0,1,1,9,0
ACC_00605,Enterprise,Real Estate,LinkedIn,14,3.0,59.0,1,0,14,0
ACC_00607,Pro,Manufacturing,Paid Search,9,4.0,58.0,1,0,6,0
ACC_00608,Enterprise,SaaS,Paid Search,12,4.0,57.0,1,0,6,0
ACC_00609,Enterprise,Marketing,Paid Search,7,3.0,45.0,1,1,11,0
ACC_00611,Basic,Healthcare,Paid Search,16,4.0,73.0,0,0,7,0
ACC_00612,Basic,Media,Organic Search,19,4.0,81.0,1,1,8,0
ACC_00613,Basic,Finance,Organic Search,4,5.0,82.0,0,1,9,0
ACC_00614,Basic,Real Estate,Organic Search,16,3.0,86.0,1,0,12,0
ACC_00618,Basic,SaaS,Paid Search,10,3.0,79.0,1,1,12,0
ACC_00620,Basic,Healthcare,Paid Search,20,3.0,77.0,0,1,8,0
ACC_00621,Basic,Media,Paid Search,7,4.0,39.0,0,0,9,0
ACC_00622,Pro,Healthcare,Organic Search,1,3.0,110.0,0,0,4,0
ACC_00625,Pro,Healthcare,Organic Search,5,3.0,70.0,0,0,2,0
ACC_00626,Pro,E-commerce,Paid Search,12,4.0,66.0,1,1,6,0
ACC_00630,Basic,SaaS,Organic Search,6,4.0,43.0,0,1,7,0
ACC_00631,Enterprise,Manufacturing,Organic Search,3,3.0,76.0,1,1,10,0
ACC_00632,Basic,Finance,LinkedIn,18,4.0,68.0,0,1,11,0
ACC_00633,Pro,Healthcare,Partnership,14,4.0,64.0,0,0,4,0
ACC_00634,Pro,Education,Organic Search,11,3.0,53.0,0,1,12,0
ACC_00635,Pro,Media,Paid Search,8,3.0,92.0,0,0,10,0
ACC_00636,Basic,E-commerce,LinkedIn,5,3.0,114.0,0,1,8,0
ACC_00639,Pro,Marketing,Content Marketing,20,3.0,49.0,0,0,7,0
ACC_00640,Pro,Consulting,Referral,7,3.0,80.0,1,1,5,0
ACC_00641,Pro,Education,Content Marketing,9,4.0,34.0,1,1,5,0
ACC_00643,Basic,E-commerce,Referral,17,3.0,70.0,0,1,8,0
ACC_00644,Basic,SaaS,Paid Search,3,4.0,107.0,0,0,5,0
ACC_00645,Basic,Healthcare,LinkedIn,12,4.0,74.0,0,0,3,0
ACC_00646,Pro,Education,Organic Search,11,4.0,91.0,0,1,6,0
ACC_00647,Basic,Real Estate,Paid Search,20,3.0,65.0,0,1,5,0
ACC_00648,Enterprise,Finance,Paid Search,13,4.0,71.0,1,1,5,0
ACC_00651,Pro,Consulting,Paid Search,4,5.0,30.0,1,1,9,0
ACC_00652,Enterprise,Media,Paid Search,9,4.0,77.0,0,1,13,0
ACC_00653,Basic,Finance,Events,7,3.0,76.0,0,0,2,0
ACC_00654,Basic,Marketing,Paid Search,9,4.0,107.0,1,1,9,0
ACC_00655,Pro,Finance,LinkedIn,14,4.0,62.0,0,1,9,0
ACC_00656,Basic,Healthcare,Content Marketing,7,4.0,43.0,1,0,5,0
ACC_00657,Basic,Education,Organic Search,4,4.0,75.0,0,0,4,0
ACC_00658,Pro,SaaS,Paid Search,17,3.0,55.0,1,0,4,1
ACC_00659,Pro,Consulting,Organic Search,17,4.0,76.0,0,0,6,0
ACC_00660,Pro,SaaS,Organic Search,7,4.0,77.0,0,1,11,0
ACC_00662,Pro,Real Estate,Partnership,7,3.0,49.0,0,0,12,0
ACC_00664,Basic,E-commerce,Content Marketing,2,2.0,92.0,0,1,10,0
ACC_00665,Basic,Consulting,Organic Search,5,5.0,65.0,1,0,9,0
ACC_00666,Basic,Consulting,Paid Search,16,3.0,47.0,0,0,4,0
ACC_00667,Basic,Education,Direct,5,3.0,59.0,1,0,13,0
ACC_00668,Pro,Marketing,Content Marketing,8,4.0,68.0,1,1,8,0
ACC_00670,Basic,Marketing,Paid Search,15,4.0,49.0,1,0,6,0
ACC_00672,Enterprise,SaaS,Paid Search,5,4.0,76.0,1,1,10,0
ACC_00673,Basic,Finance,LinkedIn,11,4.0,82.0,1,1,15,0
ACC_00674,Enterprise,Media,Organic Search,4,4.0,76.0,0,0,4,0
ACC_00675,Pro,Marketing,Paid Search,18,4.0,52.0,1,0,13,0
ACC_00676,Basic,Finance,LinkedIn,12,4.0,83.0,0,1,3,0
ACC_00678,Basic,Finance,Organic Search,7,4.0,70.0,0,0,10,0
ACC_00679,Basic,Finance,Paid Search,6,4.0,81.0,0,1,10,0
ACC_00680,Pro,Manufacturing,LinkedIn,14,4.0,65.0,0,0,8,0
ACC_00681,Pro,Real Estate,Organic Search,4,4.0,64.0,1,0,4,0
ACC_00682,Pro,Manufacturing,Direct,10,4.0,43.0,1,0,9,0
ACC_00684,Pro,E-commerce,Organic Search,12,4.0,61.0,1,0,4,0
ACC_00685,Basic,Manufacturing,LinkedIn,5,3.0,49.0,0,0,8,0
ACC_00687,Pro,Marketing,Organic Search,11,4.0,73.0,1,1,12,0
ACC_00688,Basic,E-commerce,Content Marketing,22,2.0,76.0,1,0,1,1
ACC_00689,Basic,Marketing,LinkedIn,5,4.0,113.0,1,1,13,0
ACC_00690,Pro,Marketing,Partnership,3,3.0,95.0,0,0,10,0
ACC_00691,Pro,Healthcare,Organic Search,13,4.0,53.0,0,1,3,0
ACC_00692,Basic,Real Estate,Organic Search,3,4.0,25.0,0,0,7,0
ACC_00693,Enterprise,Real Estate,Referral,7,5.0,50.0,0,1,8,0
ACC_00694,Enterprise,Finance,LinkedIn,2,4.0,102.0,1,0,5,0
ACC_00695,Basic,SaaS,Organic Search,14,4.0,49.0,1,1,5,0
ACC_00697,Basic,Consulting,Partnership,6,4.0,41.0,1,1,7,0
ACC_00700,Basic,Healthcare,LinkedIn,4,4.0,76.0,0,1,7,0
ACC_00701,Basic,E-commerce,LinkedIn,2,5.0,85.0,1,1,10,0
ACC_00702,Pro,SaaS,Organic Search,2,5.0,90.0,1,1,9,0
ACC_00703,Enterprise,Marketing,Organic Search,11,3.0,55.0,1,1,9,0
ACC_00704,Basic,Consulting,Paid Search,5,2.0,69.0,0,1,3,0
ACC_00705,Enterprise,Manufacturing,Partnership,9,4.0,73.0,0,0,9,0
ACC_00707,Pro,Media,Organic Search,3,4.0,35.0,1,1,9,0
ACC_00708,Basic,Education,Direct,3,4.0,63.0,1,1,8,0
ACC_00709,Basic,Media,Organic Search,21,4.0,68.0,0,0,4,0
ACC_00710,Pro,Real Estate,Paid Search,6,4.0,82.0,1,0,7,0
ACC_00711,Enterprise,E-commerce,Organic Search,7,4.0,76.0,0,1,9,0
ACC_00712,Enterprise,Media,Paid Search,8,4.0,87.0,1,1,10,0
ACC_00713,Basic,Finance,Organic Search,5,4.0,40.0,1,0,11,0
ACC_00715,Basic,Real Estate,Partnership,10,4.0,82.0,1,0,7,0
ACC_00716,Basic,Healthcare,LinkedIn,2,4.0,35.0,0,0,2,0
ACC_00718,Basic,Manufacturing,Organic Search,6,4.0,49.0,0,1,12,0
ACC_00719,Basic,Finance,Paid Search,18,4.0,65.0,1,0,5,0
ACC_00720,Enterprise,Marketing,Organic Search,3,5.0,107.0,0,1,7,0
ACC_00721,Pro,Finance,Organic Search,5,4.0,55.0,0,0,5,0
ACC_00722,Pro,Real Estate,Referral,5,5.0,59.0,1,1,10,0
ACC_00723,Basic,SaaS,Referral,15,3.0,80.0,1,0,12,0
ACC_00724,Pro,SaaS,Organic Search,5,4.0,17.0,0,1,10,0
ACC_00725,Basic,E-commerce,Paid Search,7,4.0,55.0,0,0,5,0
ACC_00726,Enterprise,Manufacturing,Organic Search,10,4.0,76.0,1,0,9,0
ACC_00727,Pro,Consulting,Organic Search,15,4.0,66.0,0,1,3,0
ACC_00728,Basic,Marketing,Paid Search,16,4.0,47.0,0,0,7,0
ACC_00729,Pro,Education,Referral,13,3.0,63.0,0,1,9,0
ACC_00730,Pro,Real Estate,LinkedIn,5,5.0,143.0,1,1,7,0
ACC_00731,Pro,Education,Paid Search,10,3.0,72.0,1,1,10,0
ACC_00732,Basic,E-commerce,Direct,17,3.0,79.0,0,0,8,0
ACC_00733,Pro,SaaS,Direct,4,4.0,68.0,0,1,7,0
ACC_00734,Basic,SaaS,Organic Search,7,4.0,64.0,1,1,10,0
ACC_00735,Enterprise,E-commerce,Organic Search,12,4.0,67.0,1,1,8,0
ACC_00736,Enterprise,Real Estate,Referral,4,3.0,23.0,0,0,5,0
ACC_00737,Pro,Healthcare,LinkedIn,8,4.0,54.0,0,0,6,0
ACC_00739,Pro,Media,Partnership,8,4.0,87.0,1,1,10,0
ACC_00740,Enterprise,Marketing,Organic Search,5,5.0,101.0,0,1,8,0
ACC_00741,Basic,Finance,Paid Search,17,3.0,45.0,0,0,5,0
ACC_00743,Enterprise,Consulting,Direct,8,4.0,86.0,1,1,10,0
ACC_00744,Basic,Finance,Organic Search,4,4.0,51.0,0,1,4,0
ACC_00745,Basic,Education,Organic Search,3,2.0,57.0,0,0,4,0
ACC_00747,Enterprise,E-commerce,Paid Search,4,4.0,89.0,0,0,6,0
ACC_00748,Basic,E-commerce,LinkedIn,8,3.0,96.0,1,0,9,0
ACC_00749,Pro,Education,Partnership,7,5.0,65.0,1,1,5,0
ACC_00750,Basic,Real Estate,Events,5,4.0,66.0,0,1,5,0
ACC_00751,Pro,Education,Partnership,9,3.0,78.0,0,0,5,0
ACC_00752,Enterprise,Media,Content Marketing,14,3.0,67.0,0,0,2,0
ACC_00755,Enterprise,SaaS,Organic Search,4,4.0,80.0,0,0,2,0
ACC_00756,Pro,SaaS,LinkedIn,10,4.0,88.0,0,0,6,0
ACC_00757,Basic,Consulting,Organic Search,14,4.0,63.0,1,1,6,0
ACC_00758,Basic,Education,Organic Search,3,4.0,57.0,0,1,7,0
ACC_00759,Basic,Consulting,LinkedIn,8,4.0,51.0,0,0,10,0
ACC_00760,Basic,E-commerce,Organic Search,5,4.0,80.0,1,0,10,0
ACC_00761,Pro,Media,Organic Search,7,5.0,45.0,0,0,6,0
ACC_00762,Enterprise,SaaS,Organic Search,14,3.0,69.0,1,1,7,0
ACC_00763,Pro,Education,Organic Search,11,3.0,61.0,0,0,7,0
ACC_00764,Pro,E-commerce,Organic Search,9,3.0,72.0,0,0,6,0
ACC_00766,Basic,Marketing,Partnership,5,4.0,97.0,1,1,11,0
ACC_00767,Enterprise,Consulting,Content Marketing,8,3.0,69.0,1,0,10,0
ACC_00768,Pro,Healthcare,Partnership,14,4.0,58.0,0,0,10,0
ACC_00769,Basic,Consulting,Organic Search,6,3.0,112.0,1,0,3,0
ACC_00771,Basic,Education,Organic Search,8,4.0,55.0,0,0,6,0
ACC_00772,Enterprise,SaaS,LinkedIn,8,4.0,63.0,0,0,5,0
ACC_00773,Pro,Manufacturing,Events,5,4.0,43.0,1,1,15,0
ACC_00774,Basic,Healthcare,Paid Search,14,4.0,82.0,1,0,11,0
ACC_00775,Pro,Finance,Referral,5,5.0,37.0,1,1,11,0
ACC_00776,Enterprise,Finance,Content Marketing,5,4.0,47.0,0,0,10,0
ACC_00777,Pro,Media,Paid Search,6,4.0,42.0,1,1,9,0
ACC_00778,Enterprise,Real Estate,Content Marketing,6,4.0,69.0,0,0,13,0
ACC_00780,Pro,Media,Paid Search,10,5.0,61.0,1,0,5,0
ACC_00781,Enterprise,SaaS,Organic Search,7,3.0,105.0,1,0,6,0
ACC_00782,Pro,Consulting,Paid Search,18,4.0,71.0,0,0,2,0
ACC_00783,Pro,Healthcare,Paid Search,20,3.0,82.0,0,0,7,0
ACC_00784,Pro,E-commerce,Referral,3,3.0,70.0,0,1,9,0
ACC_00785,Basic,Marketing,Paid Search,7,3.0,102.0,0,0,4,0
ACC_00786,Basic,E-commerce,Paid Search,4,3.0,61.0,1,1,13,0
ACC_00787,Basic,Real Estate,Paid Search,12,4.0,80.0,0,1,15,0
ACC_00789,Pro,Healthcare,Paid Search,14,3.0,61.0,0,0,6,0
ACC_00790,Pro,E-commerce,Paid Search,11,3.0,53.0,0,0,4,0
ACC_00791,Enterprise,Manufacturing,Referral,9,4.0,93.0,0,0,3,0
ACC_00792,Pro,Media,LinkedIn,16,4.0,58.0,1,0,12,0
ACC_00793,Pro,Media,Paid Search,5,4.0,98.0,1,0,5,0
ACC_00794,Enterprise,E-commerce,Content Marketing,10,4.0,54.0,0,0,9,0
ACC_00795,Basic,Manufacturing,LinkedIn,6,4.0,96.0,1,0,7,0
ACC_00796,Basic,Education,Organic Search,17,5.0,62.0,1,1,4,0
ACC_00797,Enterprise,Real Estate,Partnership,7,4.0,43.0,0,1,7,0
ACC_00798,Enterprise,Healthcare,Organic Search,17,3.0,54.0,0,1,12,0
ACC_00799,Basic,Finance,Organic Search,18,4.0,68.0,1,1,10,0
ACC_00800,Pro,Education,LinkedIn,10,3.0,67.0,1,0,1,0
ACC_00801,Pro,Healthcare,Partnership,16,4.0,79.0,1,0,1,0
ACC_00802,Basic,Consulting,Direct,13,3.0,56.0,0,0,10,0
ACC_00803,Enterprise,E-commerce,Direct,7,4.0,42.0,1,0,14,0
ACC_00804,Basic,Education,Content Marketing,10,4.0,54.0,0,1,9,0
ACC_00805,Enterprise,Marketing,Paid Search,8,4.0,70.0,1,0,7,0
ACC_00806,Basic,Manufacturing,Paid Search,13,3.0,73.0,0,0,1,0
ACC_00807,Pro,E-commerce,LinkedIn,5,4.0,55.0,1,1,10,0
ACC_00808,Basic,Consulting,Organic Search,3,5.0,56.0,1,1,12,0
ACC_00809,Enterprise,Media,Content Marketing,13,4.0,73.0,0,0,1,0
ACC_00811,Enterprise,Consulting,Paid Search,12,4.0,78.0,1,0,5,0
ACC_00813,Basic,Healthcare,Paid Search,14,4.0,93.0,0,1,5,0
ACC_00815,Basic,Media,LinkedIn,14,3.0,78.0,0,0,8,0
ACC_00817,Basic,Healthcare,LinkedIn,13,3.0,69.0,1,1,8,0
ACC_00818,Basic,E-commerce,Events,13,4.0,39.0,0,1,13,0
ACC_00819,Basic,Media,Events,4,5.0,69.0,1,0,12,0
ACC_00820,Basic,Education,Organic Search,11,4.0,81.0,0,0,2,0
ACC_00821,Basic,Manufacturing,Organic Search,20,4.0,68.0,1,0,10,0
ACC_00822,Basic,SaaS,Paid Search,8,4.0,74.0,1,0,7,0
ACC_00823,Enterprise,Education,Organic Search,13,4.0,83.0,0,0,6,0
ACC_00825,Basic,Finance,Paid Search,5,3.0,72.0,0,1,9,0
ACC_00826,Pro,Healthcare,Organic Search,9,4.0,109.0,0,1,11,0
ACC_00828,Enterprise,Marketing,Events,9,4.0,71.0,0,0,8,0
ACC_00829,Basic,Healthcare,Organic Search,6,4.0,54.0,1,0,3,0
ACC_00831,Basic,Consulting,Organic Search,14,4.0,93.0,1,1,10,0
ACC_00832,Basic,SaaS,Partnership,18,4.0,57.0,1,0,12,0
ACC_00834,Basic,SaaS,Organic Search,5,5.0,60.0,0,1,4,0
ACC_00837,Basic,Consulting,Events,17,4.0,65.0,0,1,10,0
ACC_00839,Pro,Healthcare,Organic Search,5,4.0,40.0,1,1,7,0
ACC_00840,Basic,Media,Organic Search,2,3.0,92.0,1,0,9,0
ACC_00841,Enterprise,Media,Paid Search,15,3.0,87.0,0,0,3,0
ACC_00842,Enterprise,E-commerce,LinkedIn,18,4.0,56.0,1,1,11,0
ACC_00843,Basic,Marketing,LinkedIn,7,4.0,81.0,0,0,5,0
ACC_00844,Basic,SaaS,LinkedIn,13,4.0,53.0,0,0,7,0
ACC_00845,Basic,Finance,Content Marketing,20,4.0,78.0,1,1,10,0
ACC_00847,Basic,Consulting,Referral,16,4.0,61.0,0,0,8,0
ACC_00848,Basic,SaaS,Content Marketing,2,4.0,148.0,0,0,8,0
ACC_00850,Enterprise,Healthcare,Organic Search,3,3.0,21.0,1,1,8,0
ACC_00851,Pro,SaaS,Paid Search,20,4.0,59.0,1,0,13,0
