usage_id,account_id,feature_name,usage_date,usage_count,usage_duration_secs,error_count,is_beta_feature
USG_001151,ACC_00002,API Access,2022-02-24,1,410,1,0
USG_001152,ACC_00002,Custom Reports,2022-02-27,16,8400,0,1
USG_001153,ACC_00002,Role Permissions,2022-02-27,11,4554,0,0
USG_001154,ACC_00002,Auto Backup,2022-02-27,16,1600,0,0
USG_001155,ACC_00002,Bulk Import,2022-02-27,4,2376,0,0
USG_001156,ACC_00002,White Labeling,2022-02-27,3,345,0,0
USG_001157,ACC_00002,API Access,2022-02-27,4,2080,0,0
USG_001158,ACC_00002,Custom Reports,2022-03-02,10,5870,0,1
USG_001159,ACC_00002,Role Permissions,2022-03-02,6,2970,0,0
USG_001160,ACC_00002,Auto Backup,2022-03-02,14,7140,0,0
USG_001161,ACC_00002,Bulk Import,2022-03-02,4,2044,0,0
USG_001162,ACC_00002,White Labeling,2022-03-02,16,4352,0,0
USG_001163,ACC_00002,API Access,2022-03-02,6,672,1,0
USG_001164,ACC_00002,Custom Reports,2022-03-04,15,2115,1,1
USG_001165,ACC_00002,Role Permissions,2022-03-04,10,1590,0,0
USG_001166,ACC_00002,Auto Backup,2022-03-04,19,5852,0,0
USG_001167,ACC_00002,Bulk Import,2022-03-04,15,4410,0,0
USG_001168,ACC_00002,White Labeling,2022-03-04,3,507,0,0
USG_001169,ACC_00002,API Access,2022-03-04,12,6552,0,0
USG_001170,ACC_00002,Custom Reports,2022-03-07,1,99,0,1
USG_001171,ACC_00002,Role Permissions,2022-03-07,3,1341,0,0
USG_001172,ACC_00002,Auto Backup,2022-03-07,19,1691,0,0
USG_001173,ACC_00002,Bulk Import,2022-03-07,16,2944,0,0
USG_001174,ACC_00002,White Labeling,2022-03-07,5,1075,0,0
USG_001175,ACC_00002,API Access,2022-03-07,1,200,0,0
USG_001176,ACC_00002,Custom Reports,2022-03-08,15,8160,0,1
USG_001177,ACC_00002,Role Permissions,2022-03-08,11,2816,0,0
USG_001178,ACC_00002,Auto Backup,2022-03-08,2,1026,0,0
USG_001179,ACC_00002,Bulk Import,2022-03-08,13,6682,0,0
USG_001180,ACC_00002,White Labeling,2022-03-08,4,1340,0,0
USG_001181,ACC_00002,API Access,2022-03-08,3,813,0,0
USG_001182,ACC_00002,Custom Reports,2022-03-12,15,5565,0,1
USG_001183,ACC_00002,Role Permissions,2022-03-12,14,1554,0,0
USG_001184,ACC_00002,Auto Backup,2022-03-12,1,141,0,0
USG_001185,ACC_00002,Bulk Import,2022-03-12,6,1296,0,0
USG_001186,ACC_00002,White Labeling,2022-03-12,2,276,0,0
USG_001187,ACC_00002,API Access,2022-03-12,17,8653,0,0
USG_001188,ACC_00002,Custom Reports,2022-03-20,9,4635,0,1
USG_001189,ACC_00002,Role Permissions,2022-03-20,16,5120,0,0
USG_001190,ACC_00002,Auto Backup,2022-03-20,1,449,0,0
USG_001191,ACC_00002,Bulk Import,2022-03-20,8,4528,0,0
USG_001192,ACC_00002,White Labeling,2022-03-20,4,216,0,0
USG_001193,ACC_00002,API Access,2022-03-20,12,1824,0,0
USG_001194,ACC_00002,Custom Reports,2022-03-27,5,1080,0,1
USG_001195,ACC_00002,Role Permissions,2022-03-27,17,7922,0,0
USG_001196,ACC_00002,Auto Backup,2022-03-27,17,6477,0,0
USG_001197,ACC_00002,Bulk Import,2022-03-27,17,3570,0,0
USG_001198,ACC_00002,White Labeling,2022-03-27,10,2870,0,0
USG_001199,ACC_00002,API Access,2022-03-27,16,1440,0,0
USG_001200,ACC_00002,Custom Reports,2022-03-31,1,340,0,1
USG_001201,ACC_00002,Role Permissions,2022-03-31,3,1683,1,0
USG_001202,ACC_00002,Auto Backup,2022-03-31,3,1521,0,0
USG_001203,ACC_00002,Bulk Import,2022-03-31,5,1080,0,0
USG_001204,ACC_00002,White Labeling,2022-03-31,2,738,0,0
USG_001205,ACC_00002,API Access,2022-03-31,4,168,0,0
USG_001206,ACC_00002,Custom Reports,2022-04-01,7,3857,0,1
USG_001207,ACC_00002,Role Permissions,2022-04-01,8,3160,0,0
USG_001208,ACC_00002,Auto Backup,2022-04-01,2,364,0,0
USG_001209,ACC_00002,Bulk Import,2022-04-01,4,1632,0,0
USG_001210,ACC_00002,White Labeling,2022-04-01,14,4270,0,0
USG_001211,ACC_00002,API Access,2022-04-01,17,10149,0,0
USG_001212,ACC_00002,Custom Reports,2022-04-03,6,3006,0,1
USG_001213,ACC_00002,Role Permissions,2022-04-03,1,163,0,0
USG_001214,ACC_00002,Auto Backup,2022-04-03,5,1860,0,0
USG_001215,ACC_00002,Bulk Import,2022-04-03,3,1488,0,0
USG_001216,ACC_00002,White Labeling,2022-04-03,8,2832,0,0
USG_001217,ACC_00002,API Access,2022-04-03,2,696,0,0
USG_001218,ACC_00002,Custom Reports,2022-04-12,9,2232,0,1
USG_001219,ACC_00002,Role Permissions,2022-04-12,18,3924,0,0
USG_001220,ACC_00002,Auto Backup,2022-04-12,7,588,0,0
USG_001221,ACC_00002,Bulk Import,2022-04-12,12,5628,0,0
USG_001222,ACC_00002,White Labeling,2022-04-12,11,3157,0,0
USG_001223,ACC_00002,API Access,2022-04-12,1,181,0,0
USG_001224,ACC_00002,Custom Reports,2022-04-14,4,832,1,1
USG_001225,ACC_00002,Role Permissions,2022-04-14,17,782,0,0
USG_001226,ACC_00002,Auto Backup,2022-04-14,11,2607,0,0
USG_001227,ACC_00002,Bulk Import,2022-04-14,1,447,0,0
USG_001228,ACC_00002,White Labeling,2022-04-14,4,140,0,0
USG_001229,ACC_00002,API Access,2022-04-14,7,2793,0,0
USG_001230,ACC_00002,Custom Reports,2022-04-15,4,1804,0,1
USG_001231,ACC_00002,Role Permissions,2022-04-15,10,4190,0,0
USG_001232,ACC_00002,Auto Backup,2022-04-15,17,7106,0,0
USG_001233,ACC_00002,Bulk Import,2022-04-15,1,558,0,0
USG_001234,ACC_00002,White Labeling,2022-04-15,9,1971,0,0
USG_001235,ACC_00002,API Access,2022-04-15,1,225,0,0
USG_001236,ACC_00002,Custom Reports,2022-04-16,4,1936,0,1
USG_001237,ACC_00002,Role Permissions,2022-04-16,2,1076,0,0
USG_001238,ACC_00002,Auto Backup,2022-04-16,4,388,0,0
USG_001239,ACC_00002,Bulk Import,2022-04-16,13,1885,0,0
USG_001240,ACC_00002,White Labeling,2022-04-16,1,584,0,0
USG_001241,ACC_00002,API Access,2022-04-16,13,4862,1,0
USG_001242,ACC_00002,Custom Reports,2022-04-18,2,752,0,1
USG_001243,ACC_00002,Role Permissions,2022-04-18,16,992,0,0
USG_001244,ACC_00002,Auto Backup,2022-04-18,7,546,0,0
USG_001245,ACC_00002,Bulk Import,2022-04-18,7,3451,0,0
USG_001246,ACC_00002,White Labeling,2022-04-18,11,3641,0,0
USG_001247,ACC_00002,API Access,2022-04-18,9,5166,0,0
USG_001248,ACC_00002,Custom Reports,2022-04-20,17,6052,0,1
USG_001249,ACC_00002,Role Permissions,2022-04-20,7,3024,0,0
USG_001250,ACC_00002,Auto Backup,2022-04-20,4,252,0,0
USG_001251,ACC_00002,Bulk Import,2022-04-20,14,3332,0,0
USG_001252,ACC_00002,White Labeling,2022-04-20,4,396,0,0
USG_001253,ACC_00002,API Access,2022-04-20,15,7860,0,0
USG_001254,ACC_00002,Custom Reports,2022-04-22,4,1648,1,1
USG_001255,ACC_00002,Role Permissions,2022-04-22,1,248,0,0
USG_001256,ACC_00002,Auto Backup,2022-04-22,6,252,0,0
USG_001257,ACC_00002,Bulk Import,2022-04-22,5,920,1,0
USG_001258,ACC_00002,White Labeling,2022-04-22,14,4368,0,0
USG_001259,ACC_00002,API Access,2022-04-22,8,1488,0,0
USG_001260,ACC_00002,Custom Reports,2022-04-27,1,198,0,1
USG_001261,ACC_00002,Role Permissions,2022-04-27,1,582,0,0
USG_001262,ACC_00002,Auto Backup,2022-04-27,13,2444,0,0
USG_001263,ACC_00002,Bulk Import,2022-04-27,8,2088,0,0
USG_001264,ACC_00002,White Labeling,2022-04-27,9,3051,0,0
USG_001265,ACC_00002,API Access,2022-04-27,7,1484,0,0
USG_001266,ACC_00002,Custom Reports,2022-04-28,19,8075,0,1
USG_001267,ACC_00002,Role Permissions,2022-04-28,7,1757,0,0
USG_001268,ACC_00002,Auto Backup,2022-04-28,2,410,0,0
USG_001269,ACC_00002,Bulk Import,2022-04-28,11,6039,0,0
USG_001270,ACC_00002,White Labeling,2022-04-28,6,2262,0,0
USG_001271,ACC_00002,API Access,2022-04-28,7,2352,0,0
USG_001272,ACC_00002,Custom Reports,2022-04-29,2,310,0,1
USG_001273,ACC_00002,Role Permissions,2022-04-29,1,44,0,0
USG_001274,ACC_00002,Auto Backup,2022-04-29,18,8784,0,0
USG_001275,ACC_00002,Bulk Import,2022-04-29,19,6631,0,0
USG_001276,ACC_00002,White Labeling,2022-04-29,3,1335,0,0
USG_001277,ACC_00002,API Access,2022-04-29,17,8704,0,0
USG_001278,ACC_00002,Custom Reports,2022-04-30,10,3060,0,1
USG_001279,ACC_00002,Role Permissions,2022-04-30,4,2060,0,0
USG_001280,ACC_00002,Auto Backup,2022-04-30,2,500,0,0
USG_001281,ACC_00002,Bulk Import,2022-04-30,2,596,0,0
USG_001282,ACC_00002,White Labeling,2022-04-30,1,524,0,0
USG_001283,ACC_00002,API Access,2022-04-30,8,4672,0,0
USG_001284,ACC_00002,Custom Reports,2022-05-03,11,1584,0,1
USG_001285,ACC_00002,Role Permissions,2022-05-03,1,548,0,0
USG_001286,ACC_00002,Auto Backup,2022-05-03,18,8586,0,0
USG_001287,ACC_00002,Bulk Import,2022-05-03,11,1485,0,0
USG_001288,ACC_00002,White Labeling,2022-05-03,15,7365,0,0
USG_001289,ACC_00002,API Access,2022-05-03,7,2506,0,0
USG_001290,ACC_00002,Custom Reports,2022-05-07,9,4392,0,1
USG_001291,ACC_00002,Role Permissions,2022-05-07,1,385,0,0
USG_001292,ACC_00002,Auto Backup,2022-05-07,10,4940,0,0
USG_001293,ACC_00002,Bulk Import,2022-05-07,1,65,0,0
USG_001294,ACC_00002,White Labeling,2022-05-07,2,276,0,0
USG_001295,ACC_00002,API Access,2022-05-07,8,3840,0,0
USG_001296,ACC_00002,Custom Reports,2022-05-14,13,5044,0,1
USG_001297,ACC_00002,Role Permissions,2022-05-14,6,2514,0,0
USG_001298,ACC_00002,Auto Backup,2022-05-14,12,4428,0,0
USG_001299,ACC_00002,Bulk Import,2022-05-14,2,354,0,0
USG_001300,ACC_00002,White Labeling,2022-05-14,14,2002,0,0
USG_001301,ACC_00002,API Access,2022-05-14,14,3640,0,0
USG_001302,ACC_00002,Custom Reports,2022-05-21,8,4336,0,1
USG_001303,ACC_00002,Role Permissions,2022-05-21,15,5295,0,0
USG_001304,ACC_00002,Auto Backup,2022-05-21,19,1501,0,0
USG_001305,ACC_00002,Bulk Import,2022-05-21,12,5736,0,0
USG_001306,ACC_00002,White Labeling,2022-05-21,1,407,0,0
USG_001307,ACC_00002,API Access,2022-05-21,10,2250,0,0
USG_001308,ACC_00002,Custom Reports,2022-05-26,3,759,0,1
USG_001309,ACC_00002,Role Permissions,2022-05-26,17,5100,0,0
USG_001310,ACC_00002,Auto Backup,2022-05-26,4,1360,0,0
USG_001311,ACC_00002,Bulk Import,2022-05-26,3,1743,0,0
USG_001312,ACC_00002,White Labeling,2022-05-26,1,353,1,0
USG_001313,ACC_00002,API Access,2022-05-26,3,1530,0,0
USG_001314,ACC_00002,Custom Reports,2022-06-02,2,598,0,1
USG_001315,ACC_00002,Role Permissions,2022-06-02,2,290,0,0
USG_001316,ACC_00002,Auto Backup,2022-06-02,2,1080,0,0
USG_001317,ACC_00002,Bulk Import,2022-06-02,2,394,0,0
USG_001318,ACC_00002,White Labeling,2022-06-02,1,387,0,0
USG_001319,ACC_00002,API Access,2022-06-02,2,486,0,0
USG_001320,ACC_00002,Custom Reports,2022-06-04,16,6912,0,1
USG_001321,ACC_00002,Role Permissions,2022-06-04,14,1876,0,0
USG_001322,ACC_00002,Auto Backup,2022-06-04,18,1620,0,0
USG_001323,ACC_00002,Bulk Import,2022-06-04,10,3240,0,0
USG_001324,ACC_00002,White Labeling,2022-06-04,11,6512,0,0
USG_001325,ACC_00002,API Access,2022-06-04,12,3900,0,0
USG_001326,ACC_00002,Custom Reports,2022-06-12,8,680,0,1
USG_001327,ACC_00002,Role Permissions,2022-06-12,16,7216,0,0
USG_001328,ACC_00002,Auto Backup,2022-06-12,4,1880,0,0
USG_001329,ACC_00002,Bulk Import,2022-06-12,4,2108,0,0
USG_001330,ACC_00002,White Labeling,2022-06-12,16,5024,0,0
USG_001331,ACC_00002,API Access,2022-06-12,17,3570,0,0
USG_001332,ACC_00002,Custom Reports,2022-06-19,2,582,1,1
USG_001333,ACC_00002,Role Permissions,2022-06-19,9,1215,0,0
USG_001334,ACC_00002,Auto Backup,2022-06-19,4,712,0,0
USG_001335,ACC_00002,Bulk Import,2022-06-19,3,1593,0,0
USG_001336,ACC_00002,White Labeling,2022-06-19,16,6704,0,0
USG_001337,ACC_00002,API Access,2022-06-19,1,308,0,0
USG_001338,ACC_00002,Custom Reports,2022-06-21,4,288,0,1
USG_001339,ACC_00002,Role Permissions,2022-06-21,8,4264,0,0
USG_001340,ACC_00002,Auto Backup,2022-06-21,12,7128,0,0
USG_001341,ACC_00002,Bulk Import,2022-06-21,1,495,0,0
USG_001342,ACC_00002,White Labeling,2022-06-21,4,320,0,0
USG_001343,ACC_00002,API Access,2022-06-21,3,1692,0,0
USG_001344,ACC_00002,Custom Reports,2022-06-25,17,10166,0,1
USG_001345,ACC_00002,Role Permissions,2022-06-25,16,5552,0,0
USG_001346,ACC_00002,Auto Backup,2022-06-25,1,444,0,0
USG_001347,ACC_00002,Bulk Import,2022-06-25,2,1064,0,0
USG_001348,ACC_00002,White Labeling,2022-06-25,15,6810,0,0
USG_001349,ACC_00002,API Access,2022-06-25,3,1551,0,0
USG_001350,ACC_00002,Custom Reports,2022-07-03,3,612,0,1
USG_001351,ACC_00002,Role Permissions,2022-07-03,18,2412,0,0
USG_001352,ACC_00002,Auto Backup,2022-07-03,1,332,0,0
USG_001353,ACC_00002,Bulk Import,2022-07-03,4,1724,0,0
USG_001354,ACC_00002,White Labeling,2022-07-03,2,914,0,0
USG_001355,ACC_00002,API Access,2022-07-03,16,9504,0,0
USG_001356,ACC_00002,Custom Reports,2022-07-07,4,1740,0,1
USG_001357,ACC_00002,Role Permissions,2022-07-07,19,8987,0,0
USG_001358,ACC_00002,Auto Backup,2022-07-07,8,1648,0,0
USG_001359,ACC_00002,Bulk Import,2022-07-07,3,1341,0,0
USG_001360,ACC_00002,White Labeling,2022-07-07,7,672,0,0
USG_001361,ACC_00002,API Access,2022-07-07,1,70,0,0
USG_001362,ACC_00002,Custom Reports,2022-07-13,6,1656,0,1
USG_001363,ACC_00002,Role Permissions,2022-07-13,3,690,0,0
USG_001364,ACC_00002,Auto Backup,2022-07-13,6,1494,0,0
USG_001365,ACC_00002,Bulk Import,2022-07-13,3,1347,0,0
USG_001366,ACC_00002,White Labeling,2022-07-13,4,1488,0,0
USG_001367,ACC_00002,API Access,2022-07-13,6,732,0,0
USG_001368,ACC_00002,Custom Reports,2022-07-24,4,1576,0,1
USG_001369,ACC_00002,Role Permissions,2022-07-24,10,2570,0,0
USG_001370,ACC_00002,Auto Backup,2022-07-24,6,900,0,0
USG_001371,ACC_00002,Bulk Import,2022-07-24,2,1056,0,0
USG_001372,ACC_00002,White Labeling,2022-07-24,4,336,0,0
USG_001373,ACC_00002,API Access,2022-07-24,1,419,0,0
USG_001374,ACC_00002,Custom Reports,2022-07-28,2,320,0,1
USG_001375,ACC_00002,Role Permissions,2022-07-28,12,6828,0,0
USG_001376,ACC_00002,Auto Backup,2022-07-28,3,732,0,0
USG_001377,ACC_00002,Bulk Import,2022-07-28,15,1005,0,0
USG_001378,ACC_00002,White Labeling,2022-07-28,3,702,0,0
USG_001379,ACC_00002,API Access,2022-07-28,6,450,0,0
USG_001380,ACC_00002,Custom Reports,2022-07-31,15,7365,0,1
USG_001381,ACC_00002,Role Permissions,2022-07-31,11,3784,0,0
USG_001382,ACC_00002,Auto Backup,2022-07-31,13,5772,0,0
USG_001383,ACC_00002,Bulk Import,2022-07-31,16,3216,0,0
USG_001384,ACC_00002,White Labeling,2022-07-31,12,4944,0,0
USG_001385,ACC_00002,API Access,2022-07-31,3,864,0,0
USG_001386,ACC_00002,Custom Reports,2022-08-02,15,3495,0,1
USG_001387,ACC_00002,Role Permissions,2022-08-02,4,984,0,0
USG_001388,ACC_00002,Auto Backup,2022-08-02,4,1600,0,0
USG_001389,ACC_00002,Bulk Import,2022-08-02,11,5192,0,0
USG_001390,ACC_00002,White Labeling,2022-08-02,16,1712,0,0
USG_001391,ACC_00002,API Access,2022-08-02,16,2512,0,0
USG_001392,ACC_00002,Custom Reports,2022-08-04,1,460,0,1
USG_001393,ACC_00002,Role Permissions,2022-08-04,11,2255,0,0
USG_001394,ACC_00002,Auto Backup,2022-08-04,4,976,0,0
USG_001395,ACC_00002,Bulk Import,2022-08-04,2,140,0,0
USG_001396,ACC_00002,White Labeling,2022-08-04,5,1865,0,0
USG_001397,ACC_00002,API Access,2022-08-04,1,36,0,0
USG_001398,ACC_00002,Custom Reports,2022-08-05,15,5565,0,1
USG_001399,ACC_00002,Role Permissions,2022-08-05,13,4199,0,0
USG_001400,ACC_00002,Auto Backup,2022-08-05,19,2622,0,0
USG_001401,ACC_00002,Bulk Import,2022-08-05,14,8330,0,0
USG_001402,ACC_00002,White Labeling,2022-08-05,2,348,0,0
USG_001403,ACC_00002,API Access,2022-08-05,19,10887,0,0
USG_001404,ACC_00002,Custom Reports,2022-08-09,2,464,0,1
USG_001405,ACC_00002,Role Permissions,2022-08-09,17,9503,0,0
USG_001406,ACC_00002,Auto Backup,2022-08-09,18,4446,0,0
USG_001407,ACC_00002,Bulk Import,2022-08-09,16,8016,0,0
USG_001408,ACC_00002,White Labeling,2022-08-09,9,324,0,0
USG_001409,ACC_00002,API Access,2022-08-09,15,6465,0,0
USG_001410,ACC_00002,Custom Reports,2022-08-12,4,868,0,1
USG_001411,ACC_00002,Role Permissions,2022-08-12,12,5364,0,0
USG_001412,ACC_00002,Auto Backup,2022-08-12,11,6160,0,0
USG_001413,ACC_00002,Bulk Import,2022-08-12,9,495,0,0
USG_001414,ACC_00002,White Labeling,2022-08-12,13,1287,0,0
USG_001415,ACC_00002,API Access,2022-08-12,4,1324,0,0
USG_001416,ACC_00002,Custom Reports,2022-08-16,16,1968,0,1
USG_001417,ACC_00002,Role Permissions,2022-08-16,19,2185,0,0
USG_001418,ACC_00002,Auto Backup,2022-08-16,2,478,0,0
USG_001419,ACC_00002,Bulk Import,2022-08-16,18,4716,0,0
USG_001420,ACC_00002,White Labeling,2022-08-16,2,606,0,0
USG_001421,ACC_00002,API Access,2022-08-16,2,780,0,0
USG_001422,ACC_00002,Custom Reports,2022-08-19,15,1470,0,1
USG_001423,ACC_00002,Role Permissions,2022-08-19,1,592,0,0
USG_001424,ACC_00002,Auto Backup,2022-08-19,15,6945,0,0
USG_001425,ACC_00002,Bulk Import,2022-08-19,1,570,0,0
USG_001426,ACC_00002,White Labeling,2022-08-19,3,1299,0,0
USG_001427,ACC_00002,API Access,2022-08-19,4,1220,0,0
USG_001428,ACC_00002,Custom Reports,2022-08-23,2,1084,0,1
USG_001429,ACC_00002,Role Permissions,2022-08-23,9,3645,0,0
USG_001430,ACC_00002,Auto Backup,2022-08-23,11,3608,0,0
USG_001431,ACC_00002,Bulk Import,2022-08-23,7,2807,0,0
USG_001432,ACC_00002,White Labeling,2022-08-23,6,2754,0,0
USG_001433,ACC_00002,API Access,2022-08-23,1,276,0,0
USG_001434,ACC_00002,Custom Reports,2022-08-26,2,682,0,1
USG_001435,ACC_00002,Role Permissions,2022-08-26,2,310,0,0
USG_001436,ACC_00002,Auto Backup,2022-08-26,9,4950,0,0
USG_001437,ACC_00002,Bulk Import,2022-08-26,15,765,0,0
USG_001438,ACC_00002,White Labeling,2022-08-26,16,4064,0,0
USG_001439,ACC_00002,API Access,2022-08-26,12,2484,0,0
USG_001440,ACC_00002,Custom Reports,2022-08-30,3,1260,0,1
USG_001441,ACC_00002,Role Permissions,2022-08-30,13,3913,0,0
USG_001442,ACC_00002,Auto Backup,2022-08-30,19,3838,0,0
USG_001443,ACC_00002,Bulk Import,2022-08-30,3,1524,0,0
USG_001444,ACC_00002,White Labeling,2022-08-30,4,1844,0,0
USG_001445,ACC_00002,API Access,2022-08-30,1,475,0,0
USG_001446,ACC_00002,Custom Reports,2022-09-06,15,6870,0,1
USG_001447,ACC_00002,Role Permissions,2022-09-06,4,1004,0,0
USG_001448,ACC_00002,Auto Backup,2022-09-06,7,3864,0,0
USG_001449,ACC_00002,Bulk Import,2022-09-06,2,80,0,0
USG_001450,ACC_00002,White Labeling,2022-09-06,1,157,0,0
USG_001451,ACC_00002,API Access,2022-09-06,11,5841,0,0
USG_001452,ACC_00002,Custom Reports,2022-09-07,4,1924,0,1
USG_001453,ACC_00002,Role Permissions,2022-09-07,17,3009,0,0
USG_001454,ACC_00002,Auto Backup,2022-09-07,4,156,0,0
USG_001455,ACC_00002,Bulk Import,2022-09-07,9,3780,0,0
USG_001456,ACC_00002,White Labeling,2022-09-07,3,744,0,0
USG_001457,ACC_00002,API Access,2022-09-07,2,74,0,0
USG_001458,ACC_00002,Custom Reports,2022-09-10,3,1569,0,1
USG_001459,ACC_00002,Role Permissions,2022-09-10,2,118,0,0
USG_001460,ACC_00002,Auto Backup,2022-09-10,11,4257,0,0
USG_001461,ACC_00002,Bulk Import,2022-09-10,1,146,0,0
USG_001462,ACC_00002,White Labeling,2022-09-10,14,6818,0,0
USG_001463,ACC_00002,API Access,2022-09-10,4,1200,0,0
USG_001464,ACC_00002,Custom Reports,2022-09-17,13,5525,0,1
USG_001465,ACC_00002,Role Permissions,2022-09-17,4,1300,0,0
USG_001466,ACC_00002,Auto Backup,2022-09-17,15,3405,0,0
USG_001467,ACC_00002,Bulk Import,2022-09-17,15,4635,0,0
USG_001468,ACC_00002,White Labeling,2022-09-17,3,417,0,0
USG_001469,ACC_00002,API Access,2022-09-17,3,777,0,0
USG_001470,ACC_00002,Custom Reports,2022-09-20,4,1000,0,1
USG_001471,ACC_00002,Role Permissions,2022-09-20,1,304,0,0
USG_001472,ACC_00002,Auto Backup,2022-09-20,7,3584,0,0
USG_001473,ACC_00002,Bulk Import,2022-09-20,6,2880,0,0
USG_001474,ACC_00002,White Labeling,2022-09-20,8,3000,0,0
USG_001475,ACC_00002,API Access,2022-09-20,7,3654,0,0
USG_001476,ACC_00002,Custom Reports,2022-09-24,13,4875,0,1
USG_001477,ACC_00002,Role Permissions,2022-09-24,1,240,0,0
USG_001478,ACC_00002,Auto Backup,2022-09-24,11,4719,0,0
USG_001479,ACC_00002,Bulk Import,2022-09-24,2,302,0,0
USG_001480,ACC_00002,White Labeling,2022-09-24,19,5263,0,0
USG_001481,ACC_00002,API Access,2022-09-24,2,194,0,0
USG_001482,ACC_00002,Custom Reports,2022-09-26,4,1236,0,1
USG_001483,ACC_00002,Role Permissions,2022-09-26,4,1988,0,0
USG_001484,ACC_00002,Auto Backup,2022-09-26,2,452,0,0
USG_001485,ACC_00002,Bulk Import,2022-09-26,5,1545,0,0
USG_001486,ACC_00002,White Labeling,2022-09-26,2,304,0,0
USG_001487,ACC_00002,API Access,2022-09-26,6,1992,0,0
USG_001488,ACC_00002,Custom Reports,2022-09-30,19,9424,0,1
USG_001489,ACC_00002,Role Permissions,2022-09-30,16,2784,0,0
USG_001490,ACC_00002,Auto Backup,2022-09-30,4,472,0,0
USG_001491,ACC_00002,Bulk Import,2022-09-30,4,2300,0,0
USG_001492,ACC_00002,White Labeling,2022-09-30,8,1888,0,0
USG_001493,ACC_00002,API Access,2022-09-30,5,1885,0,0
USG_001494,ACC_00002,Custom Reports,2022-10-04,1,397,0,1
USG_001495,ACC_00002,Role Permissions,2022-10-04,2,872,0,0
USG_001496,ACC_00002,Auto Backup,2022-10-04,2,428,0,0
USG_001497,ACC_00002,Bulk Import,2022-10-04,6,3258,0,0
USG_001498,ACC_00002,White Labeling,2022-10-04,19,8816,1,0
USG_001499,ACC_00002,API Access,2022-10-04,3,1125,0,0
USG_001500,ACC_00002,Custom Reports,2022-10-07,12,2316,0,1
USG_001501,ACC_00002,Role Permissions,2022-10-07,10,3170,0,0
USG_001502,ACC_00002,Auto Backup,2022-10-07,3,1440,0,0
USG_001503,ACC_00002,Bulk Import,2022-10-07,7,2667,0,0
USG_001504,ACC_00002,White Labeling,2022-10-07,9,2889,0,0
USG_001505,ACC_00002,API Access,2022-10-07,7,3815,0,0
USG_001506,ACC_00002,Custom Reports,2022-10-13,2,1032,0,1
USG_001507,ACC_00002,Role Permissions,2022-10-13,2,614,0,0
USG_001508,ACC_00002,Auto Backup,2022-10-13,14,8330,0,0
USG_001509,ACC_00002,Bulk Import,2022-10-13,10,500,0,0
USG_001510,ACC_00002,White Labeling,2022-10-13,2,1148,0,0
USG_001511,ACC_00002,API Access,2022-10-13,10,4590,0,0
USG_001512,ACC_00002,Custom Reports,2022-10-17,8,3544,0,1
USG_001513,ACC_00002,Role Permissions,2022-10-17,15,2760,0,0
USG_001514,ACC_00002,Auto Backup,2022-10-17,12,900,0,0
USG_001515,ACC_00002,Bulk Import,2022-10-17,13,7462,0,0
USG_001516,ACC_00002,White Labeling,2022-10-17,10,1270,0,0
USG_001517,ACC_00002,API Access,2022-10-17,1,392,0,0
USG_001518,ACC_00002,Custom Reports,2022-10-18,7,854,0,1
USG_001519,ACC_00002,Role Permissions,2022-10-18,10,4370,0,0
USG_001520,ACC_00002,Auto Backup,2022-10-18,3,114,0,0
USG_001521,ACC_00002,Bulk Import,2022-10-18,19,2375,0,0
USG_001522,ACC_00002,White Labeling,2022-10-18,3,468,0,0
USG_001523,ACC_00002,API Access,2022-10-18,11,6083,1,0
USG_001524,ACC_00002,Custom Reports,2022-10-21,1,375,0,1
USG_001525,ACC_00002,Role Permissions,2022-10-21,9,5373,0,0
USG_001526,ACC_00002,Auto Backup,2022-10-21,16,6544,0,0
USG_001527,ACC_00002,Bulk Import,2022-10-21,10,5660,0,0
USG_001528,ACC_00002,White Labeling,2022-10-21,9,1377,0,0
USG_001529,ACC_00002,API Access,2022-10-21,5,385,0,0
USG_001530,ACC_00002,Custom Reports,2022-10-23,16,2480,0,1
USG_001531,ACC_00002,Role Permissions,2022-10-23,17,6885,0,0
USG_001532,ACC_00002,Auto Backup,2022-10-23,17,9537,0,0
USG_001533,ACC_00002,Bulk Import,2022-10-23,1,492,0,0
USG_001534,ACC_00002,White Labeling,2022-10-23,3,255,0,0
USG_001535,ACC_00002,API Access,2022-10-23,6,2694,0,0
USG_001536,ACC_00002,Custom Reports,2022-10-28,16,1136,0,1
USG_001537,ACC_00002,Role Permissions,2022-10-28,3,1227,0,0
USG_001538,ACC_00002,Auto Backup,2022-10-28,1,113,0,0
USG_001539,ACC_00002,Bulk Import,2022-10-28,9,1872,0,0
USG_001540,ACC_00002,White Labeling,2022-10-28,10,3430,0,0
USG_001541,ACC_00002,API Access,2022-10-28,7,2114,0,0
USG_001542,ACC_00002,Custom Reports,2022-10-29,3,612,0,1
USG_001543,ACC_00002,Role Permissions,2022-10-29,14,3346,0,0
USG_001544,ACC_00002,Auto Backup,2022-10-29,8,1296,0,0
USG_001545,ACC_00002,Bulk Import,2022-10-29,11,1298,0,0
USG_001546,ACC_00002,White Labeling,2022-10-29,9,3087,0,0
USG_001547,ACC_00002,API Access,2022-10-29,4,372,0,0
USG_001548,ACC_00002,Custom Reports,2022-10-30,2,812,0,1
