subscription_id,account_id,plan_tier,mrr_amount,arr_amount,start_date,end_date,billing_frequency,auto_renew_flag
SUB_00952,ACC_00043,Basic,118,1416,2023-09-19,,Annual,1
SUB_00953,ACC_00043,Basic,118,1416,2023-10-19,,Monthly,1
SUB_00954,ACC_00043,Basic,118,1416,2023-11-18,,Annual,1
SUB_00955,ACC_00043,Basic,118,1416,2023-12-18,,Monthly,1
SUB_00956,ACC_00043,Basic,118,1416,2024-01-17,,Monthly,1
SUB_00957,ACC_00043,Basic,118,1416,2024-02-16,,Annual,1
SUB_00958,ACC_00043,Basic,118,1416,2024-03-17,,Monthly,1
SUB_00959,ACC_00043,Basic,118,1416,2024-04-16,,Monthly,1
SUB_00960,ACC_00043,Basic,118,1416,2024-05-16,,Monthly,1
SUB_00961,ACC_00043,Basic,118,1416,2024-06-15,,Annual,1
SUB_00962,ACC_00043,Basic,118,1416,2024-07-15,,Monthly,1
SUB_00963,ACC_00043,Basic,118,1416,2024-08-14,,Annual,1
SUB_00964,ACC_00043,Basic,118,1416,2024-09-13,,Annual,1
SUB_00965,ACC_00043,Basic,118,1416,2024-10-13,,Monthly,1
SUB_00966,ACC_00043,Basic,118,1416,2024-11-12,,Annual,1
SUB_00967,ACC_00043,Basic,118,1416,2024-12-12,,Annual,1
SUB_00968,ACC_00044,Pro,641,7692,2022-02-09,,Monthly,1
SUB_00969,ACC_00044,Pro,641,7692,2022-03-11,,Monthly,1
SUB_00970,ACC_00044,Pro,641,7692,2022-04-10,,Monthly,1
SUB_00971,ACC_00044,Pro,641,7692,2022-05-10,,Monthly,0
SUB_00972,ACC_00044,Pro,641,7692,2022-06-09,,Monthly,1
SUB_00973,ACC_00044,Pro,641,7692,2022-07-09,,Monthly,1
SUB_00974,ACC_00044,Pro,641,7692,2022-08-08,,Monthly,1
SUB_00975,ACC_00044,Pro,641,7692,2022-09-07,,Annual,1
SUB_00976,ACC_00044,Pro,641,7692,2022-10-07,,Monthly,1
SUB_00977,ACC_00044,Pro,641,7692,2022-11-06,,Monthly,1
SUB_00978,ACC_00044,Pro,641,7692,2022-12-06,,Monthly,1
SUB_00979,ACC_00044,Pro,641,7692,2023-01-05,,Monthly,1
SUB_00980,ACC_00044,Pro,641,7692,2023-02-04,,Monthly,1
SUB_00981,ACC_00044,Pro,641,7692,2023-03-06,,Monthly,1
SUB_00982,ACC_00044,Pro,641,7692,2023-04-05,,Monthly,1
SUB_00983,ACC_00044,Pro,641,7692,2023-05-05,,Monthly,1
SUB_00984,ACC_00044,Pro,641,7692,2023-06-04,,Annual,1
SUB_00985,ACC_00044,Pro,641,7692,2023-07-04,,Monthly,1
SUB_00986,ACC_00044,Pro,641,7692,2023-08-03,,Monthly,1
SUB_00987,ACC_00044,Pro,641,7692,2023-09-02,,Annual,1
SUB_00988,ACC_00044,Pro,641,7692,2023-10-02,,Annual,1
SUB_00989,ACC_00044,Pro,641,7692,2023-11-01,,Monthly,1
SUB_00990,ACC_00044,Pro,641,7692,2023-12-01,,Annual,1
SUB_00991,ACC_00044,Pro,641,7692,2023-12-31,,Annual,1
SUB_00992,ACC_00044,Pro,641,7692,2024-01-30,,Annual,1
SUB_00993,ACC_00044,Pro,641,7692,2024-02-29,,Annual,1
SUB_00994,ACC_00044,Pro,641,7692,2024-03-30,,Monthly,1
SUB_00995,ACC_00044,Pro,641,7692,2024-04-29,,Annual,1
SUB_00996,ACC_00044,Pro,641,7692,2024-05-29,,Monthly,1
SUB_00997,ACC_00044,Pro,641,7692,2024-06-28,,Annual,1
SUB_00998,ACC_00044,Pro,641,7692,2024-07-28,,Monthly,1
SUB_00999,ACC_00044,Pro,641,7692,2024-08-27,,Monthly,1
SUB_01000,ACC_00044,Pro,641,7692,2024-09-26,,Annual,1
SUB_01001,ACC_00044,Pro,641,7692,2024-10-26,,Monthly,1
SUB_01002,ACC_00044,Pro,641,7692,2024-11-25,,Annual,1
SUB_01003,ACC_00044,Pro,641,7692,2024-12-25,,Monthly,0
SUB_01004,ACC_00045,Basic,196,2352,2022-12-24,,Monthly,1
SUB_01005,ACC_00045,Basic,196,2352,2023-01-23,,Monthly,1
SUB_01006,ACC_00045,Basic,196,2352,2023-02-22,,Monthly,1
SUB_01007,ACC_00045,Basic,196,2352,2023-03-24,,Monthly,1
SUB_01008,ACC_00045,Basic,196,2352,2023-04-23,,Monthly,1
SUB_01009,ACC_00045,Basic,196,2352,2023-05-23,,Monthly,1
SUB_01010,ACC_00045,Basic,196,2352,2023-06-22,,Annual,1
SUB_01011,ACC_00045,Basic,196,2352,2023-07-22,,Monthly,1
SUB_01012,ACC_00045,Basic,196,2352,2023-08-21,,Monthly,1
SUB_01013,ACC_00045,Basic,196,2352,2023-09-20,,Monthly,1
SUB_01014,ACC_00045,Basic,196,2352,2023-10-20,,Monthly,1
SUB_01015,ACC_00045,Basic,196,2352,2023-11-19,,Annual,1
SUB_01016,ACC_00045,Basic,196,2352,2023-12-19,,Annual,1
SUB_01017,ACC_00045,Basic,196,2352,2024-01-18,,Annual,1
SUB_01018,ACC_00045,Basic,196,2352,2024-02-17,,Annual,1
SUB_01019,ACC_00045,Basic,196,2352,2024-03-18,,Monthly,1
SUB_01020,ACC_00045,Basic,196,2352,2024-04-17,,Annual,1
SUB_01021,ACC_00045,Basic,196,2352,2024-05-17,,Monthly,1
SUB_01022,ACC_00045,Basic,196,2352,2024-06-16,,Monthly,1
SUB_01023,ACC_00045,Basic,196,2352,2024-07-16,,Annual,1
SUB_01024,ACC_00045,Basic,196,2352,2024-08-15,,Monthly,1
SUB_01025,ACC_00045,Basic,196,2352,2024-09-14,,Annual,1
SUB_01026,ACC_00045,Basic,196,2352,2024-10-14,,Monthly,1
SUB_01027,ACC_00045,Basic,196,2352,2024-11-13,,Monthly,1
SUB_01028,ACC_00045,Basic,196,2352,2024-12-13,,Annual,1
SUB_01029,ACC_00046,Basic,149,1788,2023-12-05,,Annual,1
SUB_01030,ACC_00046,Basic,149,1788,2024-01-04,,Annual,1
SUB_01031,ACC_00046,Basic,149,1788,2024-02-03,,Annual,1
SUB_01032,ACC_00047,Pro,1316,15792,2022-07-31,,Monthly,1
SUB_01033,ACC_00047,Pro,1316,15792,2022-08-30,,Monthly,1
SUB_01034,ACC_00047,Pro,1316,15792,2022-09-29,,Monthly,1
SUB_01035,ACC_00047,Pro,1316,15792,2022-10-29,,Annual,1
SUB_01036,ACC_00047,Pro,1316,15792,2022-11-28,,Monthly,1
SUB_01037,ACC_00047,Pro,1316,15792,2022-12-28,,Monthly,1
SUB_01038,ACC_00047,Pro,1316,15792,2023-01-27,,Annual,1
SUB_01039,ACC_00047,Pro,1316,15792,2023-02-26,,Annual,0
SUB_01040,ACC_00047,Pro,1316,15792,2023-03-28,,Monthly,1
SUB_01041,ACC_00047,Pro,1316,15792,2023-04-27,,Monthly,1
SUB_01042,ACC_00047,Pro,1316,15792,2023-05-27,,Monthly,1
SUB_01043,ACC_00047,Pro,1316,15792,2023-06-26,,Annual,1
SUB_01044,ACC_00047,Pro,1316,15792,2023-07-26,,Monthly,1
SUB_01045,ACC_00047,Pro,1316,15792,2023-08-25,,Monthly,1
SUB_01046,ACC_00047,Pro,1316,15792,2023-09-24,,Monthly,1
SUB_01047,ACC_00047,Pro,1316,15792,2023-10-24,,Annual,1
SUB_01048,ACC_00047,Pro,1316,15792,2023-11-23,,Monthly,1
SUB_01049,ACC_00047,Pro,1316,15792,2023-12-23,,Monthly,1
SUB_01050,ACC_00047,Pro,1316,15792,2024-01-22,,Monthly,1
SUB_01051,ACC_00047,Pro,1316,15792,2024-02-21,,Monthly,0
SUB_01052,ACC_00047,Pro,1316,15792,2024-03-22,,Monthly,1
SUB_01053,ACC_00047,Pro,1316,15792,2024-04-21,,Annual,1
SUB_01054,ACC_00047,Pro,1316,15792,2024-05-21,,Monthly,1
SUB_01055,ACC_00047,Pro,1316,15792,2024-06-20,,Annual,1
SUB_01056,ACC_00047,Pro,1316,15792,2024-07-20,,Monthly,1
SUB_01057,ACC_00047,Pro,1316,15792,2024-08-19,,Monthly,1
SUB_01058,ACC_00047,Pro,1316,15792,2024-09-18,,Monthly,0
SUB_01059,ACC_00047,Pro,1316,15792,2024-10-18,,Annual,1
SUB_01060,ACC_00047,Pro,1316,15792,2024-11-17,,Monthly,1
SUB_01061,ACC_00047,Pro,1316,15792,2024-12-17,,Monthly,1
SUB_01062,ACC_00048,Basic,278,3336,2023-09-27,,Monthly,1
SUB_01063,ACC_00048,Basic,278,3336,2023-10-27,,Monthly,1
SUB_01064,ACC_00048,Basic,278,3336,2023-11-26,,Annual,1
SUB_01065,ACC_00048,Basic,278,3336,2023-12-26,,Annual,1
SUB_01066,ACC_00048,Basic,278,3336,2024-01-25,,Monthly,0
SUB_01067,ACC_00048,Basic,278,3336,2024-02-24,,Monthly,1
SUB_01068,ACC_00048,Basic,278,3336,2024-03-25,,Monthly,1
SUB_01069,ACC_00048,Basic,278,3336,2024-04-24,,Monthly,1
SUB_01070,ACC_00048,Basic,278,3336,2024-05-24,,Monthly,1
SUB_01071,ACC_00048,Basic,278,3336,2024-06-23,,Monthly,1
SUB_01072,ACC_00048,Basic,278,3336,2024-07-23,,Annual,1
SUB_01073,ACC_00048,Basic,278,3336,2024-08-22,,Monthly,0
SUB_01074,ACC_00048,Basic,278,3336,2024-09-21,,Monthly,1
SUB_01075,ACC_00048,Basic,278,3336,2024-10-21,,Monthly,1
SUB_01076,ACC_00048,Basic,278,3336,2024-11-20,,Monthly,1
SUB_01077,ACC_00048,Basic,278,3336,2024-12-20,,Annual,1
SUB_01078,ACC_00049,Pro,1119,13428,2023-12-25,,Monthly,1
SUB_01079,ACC_00049,Pro,1119,13428,2024-01-24,,Monthly,1
SUB_01080,ACC_00049,Pro,1119,13428,2024-02-23,,Monthly,1
SUB_01081,ACC_00049,Pro,1119,13428,2024-03-24,,Monthly,1
SUB_01082,ACC_00049,Pro,1119,13428,2024-04-23,,Monthly,1
SUB_01083,ACC_00049,Pro,1119,13428,2024-05-23,,Monthly,1
SUB_01084,ACC_00049,Pro,1119,13428,2024-06-22,,Monthly,1
SUB_01085,ACC_00049,Pro,1119,13428,2024-07-22,,Monthly,1
SUB_01086,ACC_00049,Pro,1119,13428,2024-08-21,,Monthly,1
SUB_01087,ACC_00049,Pro,1119,13428,2024-09-20,,Annual,1
SUB_01088,ACC_00049,Pro,1119,13428,2024-10-20,,Monthly,1
SUB_01089,ACC_00049,Pro,1119,13428,2024-11-19,,Annual,1
SUB_01090,ACC_00049,Pro,1119,13428,2024-12-19,,Monthly,1
SUB_01091,ACC_00050,Pro,1759,21108,2022-11-15,,Monthly,1
SUB_01092,ACC_00050,Pro,1759,21108,2022-12-15,,Annual,1
SUB_01093,ACC_00050,Pro,1759,21108,2023-01-14,,Monthly,1
SUB_01094,ACC_00050,Pro,1759,21108,2023-02-13,,Annual,1
SUB_01095,ACC_00050,Pro,1759,21108,2023-03-15,,Monthly,1
SUB_01096,ACC_00050,Pro,1759,21108,2023-04-14,,Annual,1
SUB_01097,ACC_00050,Pro,1759,21108,2023-05-14,,Monthly,1
SUB_01098,ACC_00050,Pro,1759,21108,2023-06-13,,Monthly,1
SUB_01099,ACC_00050,Pro,1759,21108,2023-07-13,,Monthly,1
SUB_01100,ACC_00050,Pro,1759,21108,2023-08-12,,Monthly,1
SUB_01101,ACC_00050,Pro,1759,21108,2023-09-11,,Monthly,1
SUB_01102,ACC_00050,Pro,1759,21108,2023-10-11,,Monthly,1
SUB_01103,ACC_00050,Pro,1759,21108,2023-11-10,,Monthly,1
SUB_01104,ACC_00050,Pro,1759,21108,2023-12-10,,Monthly,1
SUB_01105,ACC_00050,Pro,1759,21108,2024-01-09,,Monthly,1
SUB_01106,ACC_00050,Pro,1759,21108,2024-02-08,,Monthly,0
SUB_01107,ACC_00050,Pro,1759,21108,2024-03-09,,Annual,1
SUB_01108,ACC_00050,Pro,1759,21108,2024-04-08,,Annual,1
SUB_01109,ACC_00050,Pro,1759,21108,2024-05-08,,Annual,1
SUB_01110,ACC_00050,Pro,1759,21108,2024-06-07,,Annual,1
SUB_01111,ACC_00050,Pro,1759,21108,2024-07-07,,Monthly,1
SUB_01112,ACC_00050,Pro,1759,21108,2024-08-06,,Monthly,1
SUB_01113,ACC_00050,Pro,1759,21108,2024-09-05,,Monthly,1
SUB_01114,ACC_00050,Pro,1759,21108,2024-10-05,,Monthly,1
SUB_01115,ACC_00050,Pro,1759,21108,2024-11-04,,Annual,1
SUB_01116,ACC_00050,Pro,1759,21108,2024-12-04,,Monthly,1
SUB_01117,ACC_00051,Basic,154,1848,2023-06-08,,Monthly,1
SUB_01118,ACC_00051,Basic,154,1848,2023-07-08,,Monthly,1
SUB_01119,ACC_00051,Basic,154,1848,2023-08-07,,Annual,1
SUB_01120,ACC_00051,Basic,154,1848,2023-09-06,,Monthly,1
SUB_01121,ACC_00051,Basic,154,1848,2023-10-06,,Annual,1
SUB_01122,ACC_00051,Basic,154,1848,2023-11-05,,Annual,1
SUB_01123,ACC_00051,Basic,154,1848,2023-12-05,,Annual,1
SUB_01124,ACC_00051,Basic,154,1848,2024-01-04,,Monthly,1
SUB_01125,ACC_00051,Basic,154,1848,2024-02-03,,Annual,1
SUB_01126,ACC_00051,Basic,154,1848,2024-03-04,,Monthly,0
SUB_01127,ACC_00051,Basic,154,1848,2024-04-03,,Monthly,1
SUB_01128,ACC_00051,Basic,154,1848,2024-05-03,,Monthly,0
SUB_01129,ACC_00051,Basic,154,1848,2024-06-02,,Annual,0
SUB_01130,ACC_00051,Basic,154,1848,2024-07-02,,Monthly,1
SUB_01131,ACC_00051,Basic,154,1848,2024-08-01,,Monthly,1
SUB_01132,ACC_00051,Basic,154,1848,2024-08-31,,Monthly,1
SUB_01133,ACC_00051,Basic,154,1848,2024-09-30,,Monthly,1
SUB_01134,ACC_00051,Basic,154,1848,2024-10-30,,Annual,1
SUB_01135,ACC_00051,Basic,154,1848,2024-11-29,,Annual,1
SUB_01136,ACC_00051,Basic,154,1848,2024-12-29,,Monthly,1
SUB_01137,ACC_00052,Basic,104,1248,2022-02-08,,Monthly,1
SUB_01138,ACC_00052,Basic,104,1248,2022-03-10,,Annual,1
SUB_01139,ACC_00052,Basic,104,1248,2022-04-09,,Monthly,1
SUB_01140,ACC_00052,Basic,104,1248,2022-05-09,,Monthly,1
SUB_01141,ACC_00052,Basic,104,1248,2022-06-08,,Annual,1
SUB_01142,ACC_00052,Basic,104,1248,2022-07-08,,Monthly,1
SUB_01143,ACC_00052,Basic,104,1248,2022-08-07,,Monthly,1
SUB_01144,ACC_00052,Basic,104,1248,2022-09-06,,Monthly,1
SUB_01145,ACC_00052,Basic,104,1248,2022-10-06,,Monthly,1
SUB_01146,ACC_00052,Basic,104,1248,2022-11-05,,Monthly,1
SUB_01147,ACC_00052,Basic,104,1248,2022-12-05,,Monthly,1
SUB_01148,ACC_00052,Basic,104,1248,2023-01-04,,Monthly,1
SUB_01149,ACC_00052,Basic,104,1248,2023-02-03,,Annual,1
SUB_01150,ACC_00052,Basic,104,1248,2023-03-05,,Monthly,1
SUB_01151,ACC_00052,Basic,104,1248,2023-04-04,,Annual,1
SUB_01152,ACC_00052,Basic,104,1248,2023-05-04,,Monthly,1
SUB_01153,ACC_00052,Basic,104,1248,2023-06-03,,Annual,1
SUB_01154,ACC_00052,Basic,104,1248,2023-07-03,,Annual,1
SUB_01155,ACC_00052,Basic,104,1248,2023-08-02,,Monthly,1
SUB_01156,ACC_00052,Basic,104,1248,2023-09-01,,Monthly,1
SUB_01157,ACC_00052,Basic,104,1248,2023-10-01,,Annual,1
SUB_01158,ACC_00052,Basic,104,1248,2023-10-31,,Monthly,1
SUB_01159,ACC_00052,Basic,104,1248,2023-11-30,,Monthly,0
SUB_01160,ACC_00052,Basic,104,1248,2023-12-30,,Monthly,1
SUB_01161,ACC_00052,Basic,104,1248,2024-01-29,,Monthly,1
SUB_01162,ACC_00052,Basic,104,1248,2024-02-28,,Annual,1
SUB_01163,ACC_00052,Basic,104,1248,2024-03-29,,Monthly,1
SUB_01164,ACC_00052,Basic,104,1248,2024-04-28,,Monthly,1
SUB_01165,ACC_00052,Basic,104,1248,2024-05-28,,Annual,1
SUB_01166,ACC_00052,Basic,104,1248,2024-06-27,,Monthly,0
SUB_01167,ACC_00052,Basic,104,1248,2024-07-27,,Monthly,1
SUB_01168,ACC_00052,Basic,104,1248,2024-08-26,,Monthly,1
SUB_01169,ACC_00052,Basic,104,1248,2024-09-25,,Monthly,1
SUB_01170,ACC_00052,Basic,104,1248,2024-10-25,,Annual,1
SUB_01171,ACC_00052,Basic,104,1248,2024-11-24,,Monthly,1
SUB_01172,ACC_00052,Basic,104,1248,2024-12-24,,Monthly,1
SUB_01173,ACC_00053,Enterprise,16597,199164,2023-07-31,,Annual,1
SUB_01174,ACC_00053,Enterprise,16597,199164,2023-08-30,,Monthly,1
SUB_01175,ACC_00053,Enterprise,16597,199164,2023-09-29,,Annual,1
SUB_01176,ACC_00053,Enterprise,16597,199164,2023-10-29,,Monthly,1
SUB_01177,ACC_00053,Enterprise,16597,199164,2023-11-28,,Monthly,1
SUB_01178,ACC_00053,Enterprise,16597,199164,2023-12-28,,Monthly,1
SUB_01179,ACC_00053,Enterprise,16597,199164,2024-01-27,,Monthly,1
SUB_01180,ACC_00053,Enterprise,16597,199164,2024-02-26,,Monthly,1
SUB_01181,ACC_00053,Enterprise,16597,199164,2024-03-27,,Annual,1
SUB_01182,ACC_00053,Enterprise,16597,199164,2024-04-26,,Monthly,1
SUB_01183,ACC_00053,Enterprise,16597,199164,2024-05-26,,Annual,1
SUB_01184,ACC_00053,Enterprise,16597,199164,2024-06-25,,Monthly,1
SUB_01185,ACC_00053,Enterprise,16597,199164,2024-07-25,,Monthly,1
SUB_01186,ACC_00053,Enterprise,16597,199164,2024-08-24,,Monthly,1
SUB_01187,ACC_00053,Enterprise,16597,199164,2024-09-23,,Annual,1
SUB_01188,ACC_00053,Enterprise,16597,199164,2024-10-23,,Monthly,1
SUB_01189,ACC_00053,Enterprise,16597,199164,2024-11-22,,Annual,1
SUB_01190,ACC_00053,Enterprise,16597,199164,2024-12-22,,Monthly,1
SUB_01191,ACC_00054,Basic,182,2184,2023-02-08,,Monthly,0
SUB_01192,ACC_00054,Basic,182,2184,2023-03-10,,Monthly,0
SUB_01193,ACC_00054,Basic,182,2184,2023-04-09,,Annual,1
SUB_01194,ACC_00054,Basic,182,2184,2023-05-09,,Monthly,1
SUB_01195,ACC_00054,Basic,182,2184,2023-06-08,,Monthly,1
SUB_01196,ACC_00054,Basic,182,2184,2023-07-08,,Monthly,1
SUB_01197,ACC_00054,Basic,182,2184,2023-08-07,,Monthly,1
SUB_01198,ACC_00054,Basic,182,2184,2023-09-06,,Annual,1
SUB_01199,ACC_00054,Basic,182,2184,2023-10-06,,Monthly,1
SUB_01200,ACC_00054,Basic,182,2184,2023-11-05,,Annual,1
SUB_01201,ACC_00054,Basic,182,2184,2023-12-05,,Monthly,1
SUB_01202,ACC_00054,Basic,182,2184,2024-01-04,,Monthly,1
SUB_01203,ACC_00054,Basic,182,2184,2024-02-03,,Annual,1
SUB_01204,ACC_00054,Basic,182,2184,2024-03-04,,Monthly,1
SUB_01205,ACC_00054,Basic,182,2184,2024-04-03,,Monthly,1
SUB_01206,ACC_00054,Basic,182,2184,2024-05-03,,Monthly,1
SUB_01207,ACC_00054,Basic,182,2184,2024-06-02,,Annual,1
SUB_01208,ACC_00054,Basic,182,2184,2024-07-02,,Monthly,1
SUB_01209,ACC_00054,Basic,182,2184,2024-08-01,,Monthly,1
SUB_01210,ACC_00054,Basic,182,2184,2024-08-31,,Monthly,1
SUB_01211,ACC_00054,Basic,182,2184,2024-09-30,,Monthly,1
SUB_01212,ACC_00054,Basic,182,2184,2024-10-30,,Monthly,1
SUB_01213,ACC_00054,Basic,182,2184,2024-11-29,,Monthly,1
SUB_01214,ACC_00054,Basic,182,2184,2024-12-29,,Monthly,1
SUB_01215,ACC_00055,Basic,245,2940,2023-03-06,,Monthly,1
SUB_01216,ACC_00055,Basic,245,2940,2023-04-05,,Monthly,1
SUB_01217,ACC_00055,Basic,245,2940,2023-05-05,,Monthly,1
SUB_01218,ACC_00055,Basic,245,2940,2023-06-04,,Annual,1
SUB_01219,ACC_00055,Basic,245,2940,2023-07-04,,Annual,1
SUB_01220,ACC_00055,Basic,245,2940,2023-08-03,,Annual,1
SUB_01221,ACC_00055,Basic,245,2940,2023-09-02,,Monthly,1
SUB_01222,ACC_00055,Basic,245,2940,2023-10-02,,Annual,1
SUB_01223,ACC_00055,Basic,245,2940,2023-11-01,,Monthly,1
SUB_01224,ACC_00055,Basic,245,2940,2023-12-01,,Annual,1
SUB_01225,ACC_00055,Basic,245,2940,2023-12-31,,Monthly,1
SUB_01226,ACC_00055,Basic,245,2940,2024-01-30,,Annual,1
SUB_01227,ACC_00055,Basic,245,2940,2024-02-29,,Monthly,1
SUB_01228,ACC_00055,Basic,245,2940,2024-03-30,,Annual,1
SUB_01229,ACC_00055,Basic,245,2940,2024-04-29,,Monthly,1
SUB_01230,ACC_00055,Basic,245,2940,2024-05-29,,Monthly,1
SUB_01231,ACC_00055,Basic,245,2940,2024-06-28,,Monthly,1
SUB_01232,ACC_00055,Basic,245,2940,2024-07-28,,Annual,1
SUB_01233,ACC_00055,Basic,245,2940,2024-08-27,,Monthly,1
SUB_01234,ACC_00055,Basic,245,2940,2024-09-26,,Annual,1
SUB_01235,ACC_00055,Basic,245,2940,2024-10-26,,Monthly,1
SUB_01236,ACC_00055,Basic,245,2940,2024-11-25,,Monthly,1
SUB_01237,ACC_00055,Basic,245,2940,2024-12-25,,Monthly,1
SUB_01238,ACC_00056,Pro,481,5772,2024-12-31,,Monthly,1
SUB_01239,ACC_00057,Enterprise,11680,140160,2023-01-29,,Monthly,1
SUB_01240,ACC_00057,Enterprise,11680,140160,2023-02-28,,Monthly,1
SUB_01241,ACC_00057,Enterprise,11680,140160,2023-03-30,,Monthly,1
SUB_01242,ACC_00057,Enterprise,11680,140160,2023-04-29,,Monthly,1
SUB_01243,ACC_00057,Enterprise,11680,140160,2023-05-29,,Monthly,1
SUB_01244,ACC_00057,Enterprise,11680,140160,2023-06-28,,Monthly,1
SUB_01245,ACC_00057,Enterprise,11680,140160,2023-07-28,,Annual,0
SUB_01246,ACC_00057,Enterprise,11680,140160,2023-08-27,,Monthly,1
SUB_01247,ACC_00057,Enterprise,11680,140160,2023-09-26,,Monthly,1
SUB_01248,ACC_00057,Enterprise,11680,140160,2023-10-26,,Monthly,1
SUB_01249,ACC_00057,Enterprise,11680,140160,2023-11-25,,Annual,1
SUB_01250,ACC_00057,Enterprise,11680,140160,2023-12-25,,Monthly,1
SUB_01251,ACC_00057,Enterprise,11680,140160,2024-01-24,,Monthly,1
SUB_01252,ACC_00057,Enterprise,11680,140160,2024-02-23,,Annual,1
SUB_01253,ACC_00057,Enterprise,11680,140160,2024-03-24,,Monthly,1
SUB_01254,ACC_00057,Enterprise,11680,140160,2024-04-23,,Annual,1
SUB_01255,ACC_00057,Enterprise,11680,140160,2024-05-23,,Annual,1
SUB_01256,ACC_00057,Enterprise,11680,140160,2024-06-22,,Monthly,1
SUB_01257,ACC_00057,Enterprise,11680,140160,2024-07-22,,Annual,1
SUB_01258,ACC_00057,Enterprise,11680,140160,2024-08-21,,Annual,1
SUB_01259,ACC_00057,Enterprise,11680,140160,2024-09-20,,Monthly,1
SUB_01260,ACC_00057,Enterprise,11680,140160,2024-10-20,,Monthly,1
SUB_01261,ACC_00057,Enterprise,11680,140160,2024-11-19,,Monthly,1
SUB_01262,ACC_00057,Enterprise,11680,140160,2024-12-19,,Annual,1
SUB_01263,ACC_00058,Pro,1234,14808,2022-06-14,,Annual,1
SUB_01264,ACC_00058,Pro,1234,14808,2022-07-14,,Annual,1
SUB_01265,ACC_00058,Pro,1234,14808,2022-08-13,,Monthly,1
SUB_01266,ACC_00058,Pro,1234,14808,2022-09-12,,Annual,1
SUB_01267,ACC_00058,Pro,1234,14808,2022-10-12,,Monthly,1
SUB_01268,ACC_00058,Pro,1234,14808,2022-11-11,,Monthly,1
SUB_01269,ACC_00058,Pro,1234,14808,2022-12-11,,Annual,1
SUB_01270,ACC_00058,Pro,1234,14808,2023-01-10,,Annual,1
SUB_01271,ACC_00058,Enterprise,6501,78012,2023-02-09,,Monthly,1
SUB_01272,ACC_00058,Enterprise,6501,78012,2023-03-11,,Monthly,1
SUB_01273,ACC_00058,Enterprise,6501,78012,2023-04-10,,Monthly,1
SUB_01274,ACC_00058,Enterprise,6501,78012,2023-05-10,,Monthly,1
SUB_01275,ACC_00058,Enterprise,6501,78012,2023-06-09,,Monthly,1
SUB_01276,ACC_00058,Enterprise,6501,78012,2023-07-09,,Monthly,1
SUB_01277,ACC_00058,Enterprise,6501,78012,2023-08-08,,Monthly,1
SUB_01278,ACC_00058,Enterprise,6501,78012,2023-09-07,,Monthly,1
SUB_01279,ACC_00058,Enterprise,6501,78012,2023-10-07,,Annual,1
SUB_01280,ACC_00058,Enterprise,6501,78012,2023-11-06,,Annual,1
SUB_01281,ACC_00058,Enterprise,6501,78012,2023-12-06,,Annual,1
SUB_01282,ACC_00058,Enterprise,6501,78012,2024-01-05,,Monthly,0
SUB_01283,ACC_00058,Enterprise,6501,78012,2024-02-04,,Annual,1
SUB_01284,ACC_00058,Enterprise,6501,78012,2024-03-05,,Monthly,1
SUB_01285,ACC_00058,Enterprise,6501,78012,2024-04-04,,Annual,1
SUB_01286,ACC_00058,Enterprise,6501,78012,2024-05-04,,Monthly,1
SUB_01287,ACC_00058,Enterprise,6501,78012,2024-06-03,,Monthly,1
SUB_01288,ACC_00058,Enterprise,6501,78012,2024-07-03,,Monthly,1
SUB_01289,ACC_00058,Enterprise,6501,78012,2024-08-02,,Monthly,1
SUB_01290,ACC_00058,Enterprise,6501,78012,2024-09-01,,Annual,1
SUB_01291,ACC_00058,Enterprise,6501,78012,2024-10-01,,Monthly,1
SUB_01292,ACC_00058,Enterprise,6501,78012,2024-10-31,,Monthly,0
SUB_01293,ACC_00058,Enterprise,6501,78012,2024-11-30,,Monthly,1
SUB_01294,ACC_00058,Enterprise,6501,78012,2024-12-30,,Monthly,1
SUB_01295,ACC_00059,Pro,533,6396,2022-10-02,,Monthly,1
SUB_01296,ACC_00059,Pro,533,6396,2022-11-01,,Monthly,1
SUB_01297,ACC_00059,Pro,533,6396,2022-12-01,,Monthly,1
SUB_01298,ACC_00059,Pro,533,6396,2022-12-31,,Monthly,1
SUB_01299,ACC_00059,Pro,533,6396,2023-01-30,,Annual,1
SUB_01300,ACC_00059,Pro,533,6396,2023-03-01,,Monthly,1
SUB_01301,ACC_00059,Pro,533,6396,2023-03-31,,Annual,1
SUB_01302,ACC_00059,Pro,533,6396,2023-04-30,,Monthly,1
SUB_01303,ACC_00059,Pro,533,6396,2023-05-30,,Monthly,1
SUB_01304,ACC_00059,Pro,533,6396,2023-06-29,,Monthly,1
SUB_01305,ACC_00059,Pro,533,6396,2023-07-29,,Monthly,1
SUB_01306,ACC_00059,Pro,533,6396,2023-08-28,,Monthly,1
SUB_01307,ACC_00059,Pro,533,6396,2023-09-27,,Annual,1
SUB_01308,ACC_00059,Pro,533,6396,2023-10-27,,Annual,1
SUB_01309,ACC_00059,Pro,533,6396,2023-11-26,,Monthly,1
SUB_01310,ACC_00059,Pro,533,6396,2023-12-26,,Monthly,1
SUB_01311,ACC_00059,Pro,533,6396,2024-01-25,,Monthly,1
SUB_01312,ACC_00059,Pro,533,6396,2024-02-24,,Annual,1
SUB_01313,ACC_00059,Pro,533,6396,2024-03-25,,Monthly,1
