ticket_id,account_id,created_date,resolved_date,priority,category,resolution_time_hours,satisfaction_score,escalation_flag
TKT_001057,ACC_00126,2024-03-15,2024-03-20,Low,Integration,121.0,3.0,0
TKT_001058,ACC_00126,2024-01-18,2024-01-21,Low,Performance,73.0,4.0,1
TKT_001059,ACC_00127,2024-12-15,2024-12-17,Medium,Feature Request,60.0,,0
TKT_001060,ACC_00127,2024-09-20,2024-09-22,Low,Feature Request,67.0,3.0,0
TKT_001061,ACC_00127,2024-05-21,2024-05-21,High,Performance,19.0,5.0,0
TKT_001062,ACC_00127,2024-08-18,2024-08-24,Low,Integration,155.0,2.0,0
TKT_001063,ACC_00128,2024-10-23,2024-10-24,Low,Performance,41.0,4.0,0
TKT_001064,ACC_00128,2024-01-27,2024-02-01,Low,Integration,120.0,3.0,0
TKT_001065,ACC_00128,2023-07-28,2023-07-28,Medium,How-To,15.0,4.0,0
TKT_001066,ACC_00128,2023-12-03,2023-12-07,Low,Performance,116.0,3.0,0
TKT_001067,ACC_00129,2024-06-08,2024-06-09,Low,Billing,37.0,3.0,0
TKT_001068,ACC_00129,2024-07-23,2024-07-29,Low,How-To,163.0,4.0,1
TKT_001069,ACC_00129,2024-12-16,2024-12-22,Low,Performance,145.0,2.0,0
TKT_001070,ACC_00129,2024-03-13,2024-03-15,Medium,Integration,62.0,2.0,0
TKT_001071,ACC_00129,2024-11-04,2024-11-04,High,Integration,18.0,5.0,1
TKT_001072,ACC_00130,2023-04-02,2023-04-03,Low,Feature Request,41.0,3.0,0
TKT_001073,ACC_00130,2022-01-20,2022-01-23,Low,Performance,88.0,5.0,0
TKT_001074,ACC_00130,2024-12-13,2024-12-17,Low,How-To,104.0,,1
TKT_001075,ACC_00130,2024-08-13,2024-08-14,Low,Performance,29.0,,0
TKT_001076,ACC_00130,2024-10-21,2024-10-27,Low,Bug,144.0,,0
TKT_001077,ACC_00130,2024-07-19,2024-07-24,Low,Performance,136.0,4.0,0
TKT_001078,ACC_00130,2022-11-07,2022-11-08,Medium,How-To,43.0,4.0,0
TKT_001079,ACC_00130,2024-03-26,2024-03-28,Low,Billing,59.0,4.0,0
TKT_001080,ACC_00130,2023-02-28,2023-03-05,Low,Feature Request,143.0,2.0,0
TKT_001081,ACC_00131,2024-01-09,2024-01-10,Low,Performance,26.0,2.0,0
TKT_001082,ACC_00131,2022-10-22,2022-10-22,High,Billing,11.0,4.0,0
TKT_001083,ACC_00131,2022-08-02,2022-08-03,Low,Bug,29.0,4.0,0
TKT_001084,ACC_00131,2024-02-19,2024-02-21,Low,Billing,57.0,5.0,1
TKT_001085,ACC_00131,2023-07-21,2023-07-27,Low,Billing,152.0,4.0,0
TKT_001086,ACC_00131,2024-09-15,2024-09-17,Low,Bug,71.0,5.0,0
TKT_001087,ACC_00131,2023-07-13,2023-07-16,Low,How-To,85.0,5.0,0
TKT_001088,ACC_00131,2023-11-28,2023-11-29,Medium,Feature Request,47.0,,0
TKT_001089,ACC_00131,2023-06-07,2023-06-09,Medium,Bug,58.0,,0
TKT_001090,ACC_00131,2022-12-14,2022-12-18,Low,How-To,118.0,1.0,0
TKT_001091,ACC_00133,2023-02-17,2023-02-18,Low,How-To,26.0,,0
TKT_001092,ACC_00133,2024-08-13,2024-08-18,Low,Billing,128.0,2.0,0
TKT_001093,ACC_00133,2024-10-08,2024-10-08,Medium,Billing,19.0,,0
TKT_001094,ACC_00133,2024-04-13,2024-04-14,Low,Billing,43.0,,0
TKT_001095,ACC_00133,2023-04-08,2023-04-09,Medium,Billing,34.0,4.0,0
TKT_001096,ACC_00133,2022-08-23,2022-08-27,Low,Billing,103.0,5.0,0
TKT_001097,ACC_00133,2022-10-27,2022-11-02,Low,How-To,145.0,,0
TKT_001098,ACC_00133,2022-01-29,2022-02-01,Low,Bug,87.0,4.0,0
TKT_001099,ACC_00133,2024-09-14,2024-09-14,High,How-To,4.0,3.0,0
TKT_001100,ACC_00133,2023-12-09,2023-12-10,Medium,Integration,45.0,5.0,0
TKT_001101,ACC_00133,2024-07-06,2024-07-07,Medium,How-To,32.0,2.0,0
TKT_001102,ACC_00133,2022-04-11,2022-04-11,High,Feature Request,7.0,5.0,0
TKT_001103,ACC_00133,2024-12-20,2024-12-25,Low,Performance,139.0,5.0,0
TKT_001104,ACC_00133,2022-03-15,2022-03-15,Critical,How-To,5.0,5.0,0
TKT_001105,ACC_00134,2024-08-11,2024-08-11,Critical,Bug,4.0,3.0,0
TKT_001106,ACC_00134,2023-02-15,2023-02-15,High,Integration,18.0,4.0,0
TKT_001107,ACC_00134,2024-06-19,2024-06-21,Low,Billing,49.0,4.0,0
TKT_001108,ACC_00134,2022-12-07,2022-12-08,Medium,Feature Request,40.0,5.0,0
TKT_001109,ACC_00134,2024-04-08,2024-04-11,Low,Billing,83.0,3.0,0
TKT_001110,ACC_00134,2024-11-21,2024-11-23,Medium,Bug,55.0,,0
TKT_001111,ACC_00134,2024-02-23,2024-02-23,High,Bug,5.0,,0
TKT_001112,ACC_00134,2024-05-20,2024-05-26,Low,Billing,162.0,5.0,0
TKT_001113,ACC_00134,2023-07-02,2023-07-02,High,How-To,6.0,4.0,0
TKT_001114,ACC_00134,2024-12-21,2024-12-23,Low,Billing,71.0,,0
TKT_001115,ACC_00134,2024-12-28,,Low,Integration,,5.0,0
TKT_001116,ACC_00134,2024-01-30,2024-02-02,Low,Integration,80.0,5.0,0
TKT_001117,ACC_00135,2022-10-04,2022-10-07,Low,Bug,87.0,3.0,0
TKT_001118,ACC_00135,2023-02-21,2023-02-21,High,Performance,12.0,5.0,0
TKT_001119,ACC_00135,2024-12-17,2024-12-20,Low,Billing,87.0,2.0,0
TKT_001120,ACC_00135,2024-02-12,2024-02-18,Low,Performance,146.0,2.0,0
TKT_001121,ACC_00135,2022-10-31,2022-11-01,Low,Integration,41.0,4.0,0
TKT_001122,ACC_00135,2024-05-02,2024-05-02,Medium,Integration,14.0,3.0,0
TKT_001123,ACC_00135,2023-08-24,2023-08-28,Low,Integration,113.0,4.0,0
TKT_001124,ACC_00135,2023-10-20,2023-10-21,Medium,Performance,42.0,4.0,0
TKT_001125,ACC_00135,2024-06-25,2024-06-26,Medium,Performance,40.0,5.0,0
TKT_001126,ACC_00135,2023-05-05,2023-05-06,Low,Integration,41.0,,0
TKT_001127,ACC_00135,2023-07-26,2023-07-28,Medium,Billing,71.0,4.0,0
TKT_001128,ACC_00135,2023-12-14,2023-12-17,Low,Integration,73.0,4.0,0
TKT_001129,ACC_00135,2024-04-03,2024-04-03,High,Feature Request,21.0,2.0,0
TKT_001130,ACC_00135,2023-03-27,2023-03-29,Medium,Performance,64.0,4.0,0
TKT_001131,ACC_00135,2024-11-01,2024-11-01,Medium,Bug,22.0,,0
TKT_001132,ACC_00136,2022-06-18,2022-06-19,Medium,Billing,41.0,5.0,0
TKT_001133,ACC_00136,2024-07-18,2024-07-19,Low,Feature Request,38.0,3.0,0
TKT_001134,ACC_00136,2024-09-30,2024-10-01,Low,How-To,43.0,4.0,0
TKT_001135,ACC_00136,2023-09-02,2023-09-05,Low,Bug,73.0,,0
TKT_001136,ACC_00136,2023-07-24,2023-07-29,Low,Integration,139.0,5.0,0
TKT_001137,ACC_00137,2024-10-19,2024-10-21,Medium,Billing,50.0,,0
TKT_001138,ACC_00137,2023-05-07,2023-05-12,Low,How-To,143.0,5.0,0
TKT_001139,ACC_00137,2022-12-23,2022-12-25,Low,Bug,67.0,3.0,0
TKT_001140,ACC_00137,2024-11-17,2024-11-18,Medium,Performance,43.0,5.0,0
TKT_001141,ACC_00138,2022-09-17,2022-09-17,Medium,Billing,12.0,,0
TKT_001142,ACC_00138,2022-10-08,2022-10-10,Medium,Performance,59.0,2.0,0
TKT_001143,ACC_00138,2023-05-22,2023-05-24,Medium,Performance,57.0,5.0,0
TKT_001144,ACC_00138,2022-06-13,2022-06-15,Medium,Performance,59.0,3.0,0
TKT_001145,ACC_00138,2024-11-12,2024-11-14,Medium,How-To,58.0,4.0,0
TKT_001146,ACC_00138,2024-02-13,2024-02-16,Low,Feature Request,76.0,2.0,0
TKT_001147,ACC_00138,2024-09-02,2024-09-04,Medium,Bug,64.0,5.0,0
TKT_001148,ACC_00138,2022-05-30,2022-05-31,Medium,How-To,46.0,5.0,0
TKT_001149,ACC_00138,2024-04-05,2024-04-09,Low,Performance,96.0,5.0,0
TKT_001150,ACC_00138,2023-01-13,2023-01-18,Low,Bug,138.0,4.0,0
TKT_001151,ACC_00138,2023-10-01,2023-10-07,Low,Feature Request,161.0,2.0,0
TKT_001152,ACC_00138,2023-11-02,2023-11-07,Low,Bug,124.0,,0
TKT_001153,ACC_00138,2022-11-10,2022-11-10,High,Integration,13.0,5.0,0
TKT_001154,ACC_00138,2024-01-06,2024-01-06,High,Bug,17.0,3.0,0
TKT_001155,ACC_00138,2022-08-12,2022-08-18,Low,How-To,146.0,3.0,0
TKT_001156,ACC_00138,2024-12-17,2024-12-19,Medium,Integration,62.0,4.0,0
TKT_001157,ACC_00139,2024-07-11,2024-07-17,Low,Integration,162.0,4.0,0
TKT_001158,ACC_00139,2024-09-25,2024-09-25,Medium,Bug,12.0,4.0,0
TKT_001159,ACC_00139,2024-03-16,2024-03-18,Medium,Performance,55.0,5.0,0
TKT_001160,ACC_00139,2024-11-15,2024-11-21,Low,Feature Request,163.0,,0
TKT_001161,ACC_00139,2024-03-27,2024-03-27,High,Performance,7.0,4.0,0
TKT_001162,ACC_00140,2024-09-17,2024-09-22,Low,Integration,133.0,3.0,0
TKT_001163,ACC_00140,2024-07-30,2024-08-05,Low,Billing,158.0,,0
TKT_001164,ACC_00141,2023-01-03,2023-01-04,Low,Bug,37.0,4.0,0
TKT_001165,ACC_00141,2023-04-13,2023-04-13,High,Integration,4.0,5.0,0
TKT_001166,ACC_00141,2023-10-07,2023-10-13,Low,Billing,153.0,3.0,0
TKT_001167,ACC_00141,2024-09-04,2024-09-09,Low,Feature Request,122.0,1.0,0
TKT_001168,ACC_00142,2022-12-04,2022-12-10,Low,Performance,165.0,5.0,0
TKT_001169,ACC_00142,2023-03-25,2023-03-28,Low,Bug,94.0,5.0,0
TKT_001170,ACC_00142,2023-07-28,2023-07-28,Critical,How-To,6.0,3.0,0
TKT_001171,ACC_00142,2022-11-17,2022-11-20,Low,Feature Request,83.0,,0
TKT_001172,ACC_00142,2022-10-02,2022-10-05,Low,Integration,73.0,2.0,0
TKT_001173,ACC_00142,2023-02-06,2023-02-10,Low,Performance,115.0,3.0,0
TKT_001174,ACC_00142,2023-07-20,2023-07-24,Low,Performance,119.0,5.0,0
TKT_001175,ACC_00142,2022-11-29,2022-12-01,Low,Billing,69.0,4.0,0
TKT_001176,ACC_00142,2023-06-01,2023-06-03,Medium,Performance,60.0,3.0,0
TKT_001177,ACC_00142,2023-08-10,2023-08-10,High,Bug,19.0,2.0,0
TKT_001178,ACC_00142,2023-10-29,2023-10-30,Medium,Integration,35.0,2.0,0
TKT_001179,ACC_00142,2022-08-02,2022-08-03,Medium,Bug,32.0,4.0,0
TKT_001180,ACC_00142,2023-04-11,2023-04-13,Medium,Bug,53.0,3.0,0
TKT_001181,ACC_00143,2022-10-28,2022-10-28,Critical,Billing,4.0,,0
TKT_001182,ACC_00143,2022-12-12,2022-12-14,Low,Feature Request,58.0,3.0,0
TKT_001183,ACC_00143,2023-02-26,2023-02-28,Low,Integration,57.0,5.0,0
TKT_001184,ACC_00143,2024-12-29,2024-12-30,Medium,Billing,34.0,1.0,0
TKT_001185,ACC_00145,2024-11-06,2024-11-09,Low,Performance,79.0,5.0,0
TKT_001186,ACC_00145,2022-09-18,2022-09-18,Medium,Feature Request,17.0,,0
TKT_001187,ACC_00145,2023-07-14,2023-07-14,Critical,Bug,6.0,4.0,0
TKT_001188,ACC_00145,2023-09-30,2023-10-06,Low,Bug,153.0,3.0,0
TKT_001189,ACC_00145,2024-08-02,2024-08-07,Low,Performance,126.0,,0
TKT_001190,ACC_00145,2024-07-28,2024-07-28,Medium,Integration,14.0,4.0,0
TKT_001191,ACC_00145,2023-11-26,2023-11-27,Low,Bug,43.0,3.0,1
TKT_001192,ACC_00145,2024-01-03,2024-01-03,High,Feature Request,6.0,3.0,0
TKT_001193,ACC_00145,2024-10-07,2024-10-08,Medium,Feature Request,42.0,,0
TKT_001194,ACC_00145,2023-05-24,2023-05-26,Low,How-To,71.0,,0
TKT_001195,ACC_00145,2023-12-08,2023-12-14,Low,Billing,150.0,5.0,0
TKT_001196,ACC_00145,2022-12-15,2022-12-16,Medium,Billing,28.0,4.0,0
TKT_001197,ACC_00145,2023-03-30,2023-04-05,Low,Performance,146.0,,0
TKT_001198,ACC_00146,2022-06-13,2022-06-13,High,Billing,5.0,4.0,0
TKT_001199,ACC_00146,2022-08-19,2022-08-21,Medium,Billing,66.0,4.0,0
TKT_001200,ACC_00146,2023-07-11,2023-07-12,Low,Integration,36.0,3.0,0
TKT_001201,ACC_00146,2023-06-11,2023-06-13,Medium,Performance,64.0,3.0,0
TKT_001202,ACC_00146,2024-04-28,2024-04-30,Medium,Billing,70.0,,1
TKT_001203,ACC_00146,2024-12-19,2024-12-21,Low,Billing,71.0,1.0,0
TKT_001204,ACC_00146,2023-10-27,2023-11-01,Low,Performance,126.0,5.0,0
TKT_001205,ACC_00146,2023-11-18,2023-11-19,Low,Integration,25.0,4.0,0
TKT_001206,ACC_00146,2022-06-06,2022-06-12,Low,Performance,148.0,3.0,0
TKT_001207,ACC_00146,2023-01-27,2023-01-28,Medium,Feature Request,45.0,2.0,0
TKT_001208,ACC_00147,2023-11-20,2023-11-21,Medium,Feature Request,43.0,5.0,0
TKT_001209,ACC_00147,2024-02-02,2024-02-08,Low,Performance,153.0,5.0,0
TKT_001210,ACC_00147,2023-04-10,2023-04-11,Medium,How-To,38.0,4.0,0
TKT_001211,ACC_00147,2024-01-30,2024-02-03,Low,How-To,119.0,,0
TKT_001212,ACC_00148,2023-05-20,2023-05-24,Low,Billing,106.0,2.0,0
TKT_001213,ACC_00148,2023-05-29,2023-05-29,High,How-To,23.0,,0
TKT_001214,ACC_00148,2024-09-19,2024-09-24,Low,Billing,125.0,4.0,0
TKT_001215,ACC_00148,2024-04-13,2024-04-13,High,Performance,16.0,,0
TKT_001216,ACC_00148,2023-07-07,2023-07-10,Low,Feature Request,85.0,5.0,0
TKT_001217,ACC_00148,2023-05-29,2023-05-31,Low,Feature Request,64.0,3.0,0
TKT_001218,ACC_00148,2023-09-26,2023-09-26,High,Feature Request,18.0,5.0,0
TKT_001219,ACC_00148,2024-11-21,2024-11-26,Low,Integration,137.0,4.0,0
TKT_001220,ACC_00148,2023-04-01,2023-04-02,Low,Feature Request,31.0,,0
TKT_001221,ACC_00148,2023-08-28,2023-09-03,Low,Performance,154.0,4.0,0
TKT_001222,ACC_00148,2022-05-04,2022-05-06,Low,Billing,58.0,4.0,0
TKT_001223,ACC_00148,2024-02-07,2024-02-10,Low,Feature Request,76.0,,0
TKT_001224,ACC_00148,2023-06-25,2023-06-30,Low,Bug,133.0,4.0,0
TKT_001225,ACC_00148,2023-11-03,2023-11-08,Low,Billing,135.0,5.0,0
TKT_001226,ACC_00148,2024-10-26,2024-10-31,Low,Performance,120.0,4.0,0
TKT_001227,ACC_00148,2024-08-22,2024-08-22,High,Bug,19.0,4.0,0
TKT_001228,ACC_00149,2024-08-09,2024-08-10,Medium,Bug,43.0,5.0,0
TKT_001229,ACC_00149,2024-06-21,2024-06-25,Low,Bug,117.0,4.0,0
TKT_001230,ACC_00149,2023-03-27,2023-03-31,Low,Integration,109.0,2.0,0
TKT_001231,ACC_00149,2024-06-01,2024-06-06,Low,Integration,127.0,3.0,0
TKT_001232,ACC_00150,2022-06-07,2022-06-10,Low,Feature Request,81.0,2.0,0
TKT_001233,ACC_00150,2022-07-03,2022-07-03,High,Bug,22.0,,0
TKT_001234,ACC_00150,2022-06-11,2022-06-17,Low,Performance,162.0,2.0,0
TKT_001235,ACC_00152,2024-11-04,2024-11-06,Medium,How-To,54.0,4.0,0
TKT_001236,ACC_00152,2024-04-16,2024-04-17,Medium,Feature Request,30.0,4.0,0
TKT_001237,ACC_00152,2024-09-02,2024-09-07,Low,Bug,120.0,4.0,0
TKT_001238,ACC_00152,2022-11-21,2022-11-24,Low,Integration,76.0,,0
TKT_001239,ACC_00153,2023-02-18,2023-02-19,Low,Integration,30.0,2.0,0
TKT_001240,ACC_00153,2023-01-18,2023-01-22,Low,Billing,98.0,2.0,1
TKT_001241,ACC_00153,2023-02-13,2023-02-18,Low,Performance,132.0,3.0,1
TKT_001242,ACC_00153,2022-06-20,2022-06-22,Low,Feature Request,65.0,2.0,0
TKT_001243,ACC_00153,2023-04-11,2023-04-12,Medium,Bug,27.0,,0
TKT_001244,ACC_00153,2022-09-30,2022-10-06,Low,Integration,162.0,2.0,0
TKT_001245,ACC_00153,2022-11-13,2022-11-15,Low,Performance,48.0,5.0,0
TKT_001246,ACC_00153,2022-08-14,2022-08-14,High,Integration,7.0,4.0,1
TKT_001247,ACC_00153,2022-10-24,2022-10-27,Low,Performance,85.0,5.0,0
TKT_001248,ACC_00153,2022-06-28,2022-06-30,Medium,Feature Request,53.0,,0
TKT_001249,ACC_00153,2022-07-24,2022-07-26,Low,Bug,69.0,3.0,0
TKT_001250,ACC_00154,2024-04-06,2024-04-11,Low,Bug,132.0,3.0,0
TKT_001251,ACC_00154,2024-07-16,2024-07-21,Low,Bug,137.0,3.0,0
TKT_001252,ACC_00154,2024-09-16,2024-09-17,Low,Feature Request,45.0,2.0,0
TKT_001253,ACC_00154,2024-09-22,2024-09-22,Critical,Feature Request,1.0,1.0,0
TKT_001254,ACC_00154,2024-05-14,2024-05-14,High,How-To,13.0,1.0,0
TKT_001255,ACC_00154,2024-09-21,2024-09-25,Low,Performance,113.0,,0
TKT_001256,ACC_00154,2024-03-23,2024-03-24,Medium,Integration,31.0,1.0,0
TKT_001257,ACC_00154,2023-12-22,2023-12-26,Low,Feature Request,109.0,,1
TKT_001258,ACC_00154,2024-11-04,2024-11-08,Low,Integration,100.0,2.0,1
TKT_001259,ACC_00154,2024-08-14,2024-08-18,Low,Billing,114.0,4.0,0
TKT_001260,ACC_00155,2023-02-25,2023-02-27,Low,How-To,66.0,5.0,0
TKT_001261,ACC_00155,2023-10-17,2023-10-17,High,Bug,10.0,4.0,0
TKT_001262,ACC_00155,2024-11-09,2024-11-12,Low,Integration,86.0,5.0,0
TKT_001263,ACC_00155,2022-06-30,2022-07-02,Low,Billing,64.0,,0
TKT_001264,ACC_00155,2022-12-04,2022-12-04,Medium,Feature Request,13.0,,0
TKT_001265,ACC_00155,2024-12-01,2024-12-03,Low,Integration,62.0,4.0,0
TKT_001266,ACC_00155,2023-06-22,2023-06-22,High,Performance,16.0,3.0,0
TKT_001267,ACC_00155,2022-07-15,2022-07-15,Critical,Bug,2.0,,0
TKT_001268,ACC_00156,2024-09-17,2024-09-21,Low,Integration,108.0,3.0,0
TKT_001269,ACC_00156,2023-12-27,2023-12-28,Medium,Billing,26.0,3.0,0
TKT_001270,ACC_00156,2023-11-20,2023-11-23,Low,Billing,93.0,5.0,0
TKT_001271,ACC_00156,2023-06-02,2023-06-03,Low,Integration,44.0,,0
TKT_001272,ACC_00156,2023-04-29,2023-05-03,Low,Billing,108.0,2.0,0
TKT_001273,ACC_00156,2022-12-01,2022-12-03,Medium,Integration,51.0,3.0,0
TKT_001274,ACC_00157,2024-05-30,2024-06-01,Low,Performance,59.0,,0
TKT_001275,ACC_00157,2024-06-01,2024-06-01,Medium,Performance,16.0,5.0,0
TKT_001276,ACC_00157,2024-06-20,2024-06-20,Medium,Billing,18.0,3.0,0
TKT_001277,ACC_00158,2022-03-12,2022-03-17,Low,Performance,124.0,4.0,0
TKT_001278,ACC_00158,2023-05-04,2023-05-04,High,Bug,7.0,4.0,0
TKT_001279,ACC_00158,2023-10-22,2023-10-23,Low,How-To,37.0,5.0,0
TKT_001280,ACC_00158,2023-04-01,2023-04-02,Medium,Integration,40.0,,0
TKT_001281,ACC_00158,2023-05-27,2023-05-29,Low,Bug,48.0,4.0,1
TKT_001282,ACC_00158,2023-02-11,2023-02-17,Low,Billing,149.0,4.0,0
TKT_001283,ACC_00158,2023-03-04,2023-03-04,Medium,Integration,13.0,5.0,0
TKT_001284,ACC_00158,2022-09-22,2022-09-26,Low,Billing,116.0,3.0,0
TKT_001285,ACC_00158,2022-03-13,2022-03-14,Medium,Bug,40.0,5.0,0
TKT_001286,ACC_00158,2024-06-08,2024-06-09,Medium,Performance,27.0,,0
TKT_001287,ACC_00158,2024-04-05,2024-04-07,Low,Feature Request,54.0,,0
TKT_001288,ACC_00158,2022-08-19,2022-08-23,Low,Performance,117.0,3.0,0
TKT_001289,ACC_00158,2022-03-22,2022-03-22,High,Integration,19.0,,0
TKT_001290,ACC_00158,2022-03-02,2022-03-08,Low,Bug,156.0,4.0,0
TKT_001291,ACC_00159,2022-08-20,2022-08-23,Low,Billing,77.0,3.0,0
TKT_001292,ACC_00159,2024-07-12,2024-07-18,Low,Performance,157.0,5.0,0
TKT_001293,ACC_00159,2024-04-29,2024-04-30,Medium,Integration,30.0,2.0,0
TKT_001294,ACC_00159,2022-10-30,2022-11-05,Low,Feature Request,158.0,,0
TKT_001295,ACC_00159,2024-12-08,2024-12-08,High,Performance,6.0,3.0,0
TKT_001296,ACC_00160,2024-01-08,2024-01-12,Low,Bug,98.0,4.0,0
TKT_001297,ACC_00160,2024-06-30,2024-06-30,Medium,Billing,12.0,,0
TKT_001298,ACC_00160,2023-09-14,2023-09-19,Low,Integration,138.0,4.0,0
TKT_001299,ACC_00160,2024-03-20,2024-03-20,High,Billing,10.0,3.0,0
TKT_001300,ACC_00160,2023-10-21,2023-10-25,Low,Bug,103.0,4.0,0
TKT_001301,ACC_00160,2024-01-02,2024-01-06,Low,Bug,103.0,4.0,0
TKT_001302,ACC_00160,2024-06-10,2024-06-15,Low,Feature Request,130.0,5.0,0
TKT_001303,ACC_00160,2024-10-08,2024-10-12,Low,Integration,117.0,,0
TKT_001304,ACC_00160,2024-01-24,2024-01-26,Medium,How-To,63.0,4.0,0
TKT_001305,ACC_00160,2024-04-08,2024-04-09,Medium,Integration,46.0,2.0,0
TKT_001306,ACC_00161,2023-03-16,2023-03-17,Medium,Performance,38.0,3.0,0
TKT_001307,ACC_00161,2023-05-18,2023-05-18,Medium,Billing,12.0,,0
TKT_001308,ACC_00161,2024-11-23,2024-11-25,Medium,Bug,49.0,3.0,0
TKT_001309,ACC_00161,2022-08-06,2022-08-08,Medium,Bug,58.0,,0
TKT_001310,ACC_00161,2023-07-15,2023-07-18,Low,Performance,72.0,,0
TKT_001311,ACC_00161,2024-09-28,2024-09-28,High,Integration,4.0,4.0,0
TKT_001312,ACC_00161,2023-09-22,2023-09-27,Low,How-To,132.0,,0
TKT_001313,ACC_00161,2022-10-11,2022-10-17,Low,Billing,154.0,,0
TKT_001314,ACC_00161,2024-05-20,2024-05-22,Medium,Feature Request,60.0,4.0,0
TKT_001315,ACC_00161,2024-11-19,2024-11-21,Medium,Integration,49.0,3.0,0
TKT_001316,ACC_00161,2023-04-01,2023-04-01,High,Bug,15.0,4.0,0
TKT_001317,ACC_00161,2024-12-13,2024-12-13,High,Bug,9.0,4.0,0
TKT_001318,ACC_00162,2024-11-04,2024-11-10,Low,Billing,162.0,3.0,0
TKT_001319,ACC_00162,2022-09-03,2022-09-09,Low,Feature Request,161.0,4.0,0
TKT_001320,ACC_00162,2023-11-20,2023-11-24,Low,Feature Request,117.0,5.0,0
TKT_001321,ACC_00162,2023-06-06,2023-06-11,Low,Performance,121.0,2.0,0
TKT_001322,ACC_00163,2024-08-12,2024-08-12,High,Performance,15.0,3.0,0
TKT_001323,ACC_00163,2024-06-15,2024-06-19,Low,Billing,112.0,5.0,0
TKT_001324,ACC_00163,2024-11-06,2024-11-06,High,Integration,23.0,5.0,0
TKT_001325,ACC_00164,2024-05-11,2024-05-13,Low,Performance,61.0,5.0,0
TKT_001326,ACC_00164,2024-05-07,2024-05-07,High,Bug,14.0,4.0,0
TKT_001327,ACC_00164,2024-04-29,2024-05-01,Medium,Feature Request,60.0,5.0,0
TKT_001328,ACC_00164,2024-12-23,2024-12-23,Medium,Integration,19.0,5.0,0
TKT_001329,ACC_00165,2024-11-11,2024-11-13,Medium,Billing,71.0,4.0,0
TKT_001330,ACC_00165,2023-05-05,2023-05-06,Low,Integration,31.0,4.0,0
TKT_001331,ACC_00165,2023-07-28,2023-08-02,Low,Performance,143.0,5.0,0
TKT_001332,ACC_00165,2023-04-15,2023-04-16,Medium,Feature Request,39.0,,0
TKT_001333,ACC_00165,2022-11-05,2022-11-07,Medium,Billing,52.0,3.0,0
TKT_001334,ACC_00165,2022-01-16,2022-01-18,Medium,Bug,59.0,4.0,0
TKT_001335,ACC_00165,2024-11-20,2024-11-24,Low,How-To,118.0,2.0,0
TKT_001336,ACC_00165,2023-04-26,2023-04-27,Medium,Feature Request,25.0,2.0,0
TKT_001337,ACC_00165,2024-12-16,2024-12-20,Low,Feature Request,102.0,5.0,0
TKT_001338,ACC_00165,2024-02-22,2024-02-22,High,Performance,10.0,3.0,0
TKT_001339,ACC_00165,2023-08-04,2023-08-04,Critical,How-To,1.0,5.0,0
TKT_001340,ACC_00165,2022-05-21,2022-05-23,Low,Performance,65.0,5.0,0
TKT_001341,ACC_00166,2023-12-17,2023-12-17,Critical,How-To,5.0,3.0,0
TKT_001342,ACC_00166,2023-08-06,2023-08-08,Medium,Integration,70.0,1.0,0
TKT_001343,ACC_00166,2024-09-09,2024-09-10,Low,How-To,30.0,3.0,0
TKT_001344,ACC_00166,2024-01-25,2024-01-29,Low,Bug,105.0,1.0,0
TKT_001345,ACC_00166,2024-07-12,2024-07-14,Low,Feature Request,60.0,4.0,0
TKT_001346,ACC_00166,2024-11-28,2024-11-30,Medium,Integration,68.0,,0
TKT_001347,ACC_00166,2024-09-30,2024-10-03,Low,Integration,83.0,5.0,0
TKT_001348,ACC_00166,2024-01-17,2024-01-19,Medium,How-To,58.0,3.0,0
TKT_001349,ACC_00166,2023-12-07,2023-12-08,Low,How-To,26.0,1.0,0
TKT_001350,ACC_00166,2024-05-18,2024-05-22,Low,Performance,115.0,4.0,0
TKT_001351,ACC_00166,2024-12-08,2024-12-09,Low,Billing,31.0,4.0,0
TKT_001352,ACC_00167,2024-01-07,2024-01-08,Low,Billing,40.0,5.0,0
TKT_001353,ACC_00167,2022-07-29,2022-07-31,Low,Integration,64.0,3.0,0
TKT_001354,ACC_00167,2024-06-12,2024-06-13,Low,Feature Request,29.0,3.0,0
TKT_001355,ACC_00167,2024-06-21,2024-06-21,High,Bug,16.0,,0
TKT_001356,ACC_00167,2022-12-12,2022-12-18,Low,Billing,144.0,2.0,0
TKT_001357,ACC_00167,2024-12-21,2024-12-23,Medium,Billing,69.0,1.0,0
TKT_001358,ACC_00167,2023-02-04,2023-02-05,Medium,Bug,34.0,3.0,0
TKT_001359,ACC_00167,2024-06-01,2024-06-01,Critical,Bug,4.0,5.0,0
TKT_001360,ACC_00167,2022-06-01,2022-06-02,Medium,How-To,37.0,4.0,0
TKT_001361,ACC_00167,2023-01-26,2023-01-26,High,How-To,6.0,5.0,0
TKT_001362,ACC_00167,2023-03-24,2023-03-24,Medium,Bug,19.0,3.0,1
TKT_001363,ACC_00167,2024-12-02,2024-12-03,Medium,Performance,30.0,,0
TKT_001364,ACC_00167,2023-11-17,2023-11-21,Low,Billing,109.0,3.0,0
TKT_001365,ACC_00167,2022-02-22,2022-02-24,Low,Billing,69.0,4.0,0
TKT_001366,ACC_00167,2023-12-20,2023-12-26,Low,Bug,166.0,5.0,0
TKT_001367,ACC_00167,2023-03-06,2023-03-07,Medium,Performance,26.0,3.0,0
